Trace
Swept SA
A.03.08,N9010A
1750013204.67134,-73.1403160466378
1750013254.67134,-73.1288484062628
1750013304.67134,-74.6555718159323
1750013354.67134,-75.7824571692056
1750013404.67134,-73.7717997956864
1750013454.67134,-81.1110811810155
1750013504.67134,-75.7893374711713
1750013554.67134,-75.7893374711713
1750013604.67134,-76.139482201483
1750013654.67134,-76.9544482357353
1750013704.67134,-73.9384621623891
1750013754.67134,-76.0431539622217
1750013804.67134,-74.5752976407262
1750013854.67134,-79.3917009530667
1750013904.67134,-73.3864866687629
1750013954.67134,-77.3955691362633
1750014004.67134,-73.7748567972978
1750014054.67134,-74.7618372280951
1750014104.67134,-74.1853978418389
1750014154.67134,-77.7480072221582
1750014204.67134,-76.260273719199
1750014254.67134,-76.0156308334274
1750014304.67134,-73.3903086231585
1750014354.67134,-75.1158042394915
1750014404.67134,-77.8466284249759
1750014454.67134,-76.9659145824219
1750014504.67134,-76.9659145824219
1750014554.67134,-78.6654168317858
1750014604.67134,-77.0094913963121
1750014654.67134,-75.8986603945803
1750014704.67134,-75.7067687381664
1750014754.67134,-76.4345807264763
1750014804.67134,-74.4675002713879
1750014854.67134,-74.3551175107068
1750014904.67134,-75.536282992704
1750014954.67134,-75.857376531179
1750015004.67134,-73.1701290158416
1750015054.67134,-74.1548159734476
1750015104.67134,-73.2267026308243
1750015154.67134,-77.6073361054798
1750015204.67134,-74.1028290826988
1750015254.67134,-74.0141460328497
1750015304.67134,-73.0271654844443
1750015354.67134,-74.5393632459253
1750015404.67134,-73.9231693791336
1750015454.67134,-77.7992272914616
1750015504.67134,-74.3321812368221
1750015554.67134,-73.4652284686317
1750015604.67134,-72.9721204682739
1750015654.67134,-76.6555222549034
1750015704.67134,-73.2098823725667
1750015754.67134,-73.2098823725667
1750015804.67134,-76.7610241647812
1750015854.67134,-76.73503086315
1750015904.67134,-76.1043112436293
1750015954.67134,-77.179210085113
1750016004.67134,-75.476649605787
1750016054.67134,-74.9858350655529
1750016104.67134,-73.1334308966071
1750016154.67134,-76.4598072719999
1750016204.67134,-72.0478286749519
1750016254.67134,-72.0478286749519
1750016304.67134,-73.8528330955448
1750016354.67134,-73.8895294898613
1750016404.67134,-74.6288090140058
1750016454.67134,-76.0416206590875
1750016504.67134,-75.5186968800005
1750016554.67134,-79.2655528318621
1750016604.67134,-75.4972903418059
1750016654.67134,-77.2755370960236
1750016704.67134,-73.1716554193038
1750016754.67134,-73.4774587880354
1750016804.67134,-73.3199699482061
1750016854.67134,-77.9712395187916
1750016904.67134,-76.6257044376347
1750016954.67134,-76.8428248349225
1750017004.67134,-75.6280206789361
1750017054.67134,-77.6960160844522
1750017104.67134,-75.0875130478335
1750017154.67134,-75.3084559875572
1750017204.67134,-78.7258087814499
1750017254.67134,-75.5607435661737
1750017304.67134,-75.5607435661737
1750017354.67134,-78.5713778971639
1750017404.67134,-76.6310553044642
1750017454.67134,-77.9054908480309
1750017504.67134,-79.1508750952203
1750017554.67134,-75.5064629931527
1750017604.67134,-73.6188914729999
1750017654.67134,-74.1915082906852
1750017704.67134,-75.1127409915861
1750017754.67134,-78.514803602668
1750017804.67134,-74.0982379938996
1750017854.67134,-75.6922381504399
1750017904.67134,-75.7167023305563
1750017954.67134,-79.6554499257644
1750018004.67134,-76.8183588514828
1750018054.67134,-76.8726389279365
1750018104.67134,-76.2319806980826
1750018154.67134,-76.7243241246154
1750018204.67134,-76.1425330874761
1750018254.67134,-76.7549043203589
1750018304.67134,-77.1539777114573
1750018354.67134,-81.1378313074083
1750018404.67134,-76.1509423280107
1750018454.67134,-76.7205011248149
1750018504.67134,-75.8611934153611
1750018554.67134,-77.2059638181525
1750018604.67134,-74.7564785468645
1750018654.67134,-77.2128442769289
1750018704.67134,-78.0354553699178
1750018754.67134,-79.9872454069792
1750018804.67134,-77.0362425942449
1750018854.67134,-76.5194347001093
1750018904.67134,-76.1218902606474
1750018954.67134,-77.8634405160082
1750019004.67134,-77.1233962089578
1750019054.67134,-77.4758345039336
1750019104.67134,-76.9070401241437
1750019154.67134,-76.4490994488578
1750019204.67134,-75.8520183073129
1750019254.67134,-76.916978551531
1750019304.67134,-75.9651653935353
1750019354.67134,-78.386363707055
1750019404.67134,-78.0010512596446
1750019454.67134,-81.1691743781939
1750019504.67134,-79.3251799332825
1750019554.67134,-79.493371630581
1750019604.67134,-79.3397053331875
1750019654.67134,-79.347350391924
1750019704.67134,-77.2434229307003
1750019754.67134,-79.5805253236992
1750019804.67134,-78.3190862806712
1750019854.67134,-79.1134104289593
1750019904.67134,-76.4804431207512
1750019954.67134,-76.0569053927256
1750020004.67134,-74.5462365044759
1750020054.67134,-76.5943547023932
1750020104.67134,-75.4965204886865
1750020154.67134,-79.4987222621943
1750020204.67134,-78.8106645845415
1750020254.67134,-79.6088113014005
1750020304.67134,-78.8473607697769
1750020354.67134,-77.0339465859469
1750020404.67134,-77.3382209246366
1750020454.67134,-81.9627326197658
1750020504.67134,-80.0858642445685
1750020554.67134,-81.9673195138781
1750020604.67134,-78.8190734591845
1750020654.67134,-78.8190734591845
1750020704.67134,-79.397806318632
1750020754.67134,-80.6714773798466
1750020804.67134,-80.9413486928707
1750020854.67134,-81.7234408491073
1750020904.67134,-77.8297990194259
1750020954.67134,-81.3671797503443
1750021004.67134,-77.3848549230841
1750021054.67134,-80.0820408135385
1750021104.67134,-75.4238904705552
1750021154.67134,-75.2457599538426
1750021204.67134,-75.2656371614414
1750021254.67134,-78.0293352641443
1750021304.67134,-78.5132690189129
1750021354.67134,-79.5950484237135
1750021404.67134,-79.5591165117491
1750021454.67134,-84.2746047560539
1750021504.67134,-80.5438032864093
1750021554.67134,-80.9153543066319
1750021604.67134,-78.6768733385993
1750021654.67134,-78.5239715758281
1750021704.67134,-78.5744290445082
1750021754.67134,-78.5675484550561
1750021804.67134,-80.1003878672852
1750021854.67134,-80.7899744051017
1750021904.67134,-78.9306896859065
1750021954.67134,-76.6111708574368
1750022004.67134,-76.572945420011
1750022054.67134,-80.1730158076744
1750022104.67134,-79.7051364959202
1750022154.67134,-81.8472892377591
1750022204.67134,-80.8228477473474
1750022254.67134,-81.2364467866345
1750022304.67134,-78.7097460666697
1750022354.67134,-79.8266929402854
1750022404.67134,-73.2068138322994
1750022454.67134,-74.0638277941432
1750022504.67134,-73.6938057124896
1750022554.67134,-76.4926711010616
1750022604.67134,-69.4668380125252
1750022654.67134,-69.4668380125252
1750022704.67134,-69.8590308272391
1750022754.67134,-74.8076941470622
1750022804.67134,-70.6556484095157
1750022854.67134,-70.8865299595726
1750022904.67134,-78.6394104495265
1750022954.67134,-72.9377060084928
1750023004.67134,-70.2795099463433
1750023054.67134,-73.0386210373259
1750023104.67134,-73.5691897444738
1750023154.67134,-75.6555333928847
1750023204.67134,-70.4912784836671
