Trace
Swept SA
A.03.08,N9010A
1749980804.67134,-74.2565492445768
1749980854.67134,-74.0615995672817
1749980904.67134,-75.3964312944021
1749980954.67134,-79.9093248026752
1749981004.67134,-76.5118490073003
1749981054.67134,-77.474365114238
1749981104.67134,-78.4101234110574
1749981154.67134,-76.0936625904013
1749981204.67134,-73.7114540659839
1749981254.67134,-73.3918894922131
1749981304.67134,-73.0188092720703
1749981354.67134,-75.4522397213846
1749981404.67134,-77.9827626962989
1749981454.67134,-80.3252165964377
1749981504.67134,-77.1257484600363
1749981554.67134,-79.0431357066481
1749981604.67134,-74.9629538060981
1749981654.67134,-76.1051294336551
1749981704.67134,-75.4660003645187
1749981754.67134,-78.1104351040209
1749981804.67134,-76.6028243150576
1749981854.67134,-82.0224248629755
1749981904.67134,-75.8849505581216
1749981954.67134,-75.8849505581216
1749982004.67134,-73.4928033711008
1749982054.67134,-74.2924792094747
1749982104.67134,-73.586837836617
1749982154.67134,-75.3681425333104
1749982204.67134,-76.472092710374
1749982254.67134,-75.4071322440074
1749982304.67134,-74.4018035311127
1749982354.67134,-74.3689296138943
1749982404.67134,-75.7289900818886
1749982454.67134,-74.8131088489249
1749982504.67134,-73.9201628836437
1749982554.67134,-75.7962666196783
1749982604.67134,-72.9224791118776
1749982654.67134,-72.5677471215619
1749982704.67134,-72.5677471215619
1749982754.67134,-76.1846366306052
1749982804.67134,-74.358990324048
1749982854.67134,-77.1112207471731
1749982904.67134,-75.8513106557816
1749982954.67134,-75.8872425416109
1749983004.67134,-76.1532913121992
1749983054.67134,-76.617347976977
1749983104.67134,-75.4530015118192
1749983154.67134,-79.4574968238561
1749983204.67134,-75.5722646006011
1749983254.67134,-76.3130732854631
1749983304.67134,-71.6633325097035
1749983354.67134,-71.6633325097035
1749983404.67134,-73.1762946751311
1749983454.67134,-72.3169870571502
1749983504.67134,-71.5448334589766
1749983554.67134,-73.6059482489055
1749983604.67134,-72.8299720560258
1749983654.67134,-74.9545410242545
1749983704.67134,-73.2221647531317
1749983754.67134,-75.9331117440849
1749983804.67134,-72.8185040758941
1749983854.67134,-72.8246201307239
1749983904.67134,-71.6251061314132
1749983954.67134,-72.3307474912034
1749984004.67134,-71.4355080004607
1749984054.67134,-73.290205459652
1749984104.67134,-71.4339788136081
1749984154.67134,-75.1013259220071
1749984204.67134,-73.225986537649
1749984254.67134,-75.8459569794267
1749984304.67134,-73.547844349395
1749984354.67134,-71.828464722554
1749984404.67134,-71.4829068602195
1749984454.67134,-74.5417051866986
1749984504.67134,-73.2244570894451
1749984554.67134,-75.478227992005
1749984604.67134,-74.7679995551568
1749984654.67134,-77.5737455331809
1749984704.67134,-73.9545622765276
1749984754.67134,-71.2818405269868
1749984804.67134,-70.6006633734482
1749984854.67134,-71.2818404093788
1749984904.67134,-70.6480628212472
1749984954.67134,-71.8789214071805
1749985004.67134,-73.7626701888841
1749985054.67134,-73.4507506477146
1749985104.67134,-73.373535225173
1749985154.67134,-75.6204256036186
1749985204.67134,-72.1587310430514
1749985254.67134,-70.0356909088512
1749985304.67134,-69.9760592337846
1749985354.67134,-72.4515376368256
1749985404.67134,-74.2924739301802
1749985454.67134,-71.6067555363577
1749985504.67134,-71.4500312834209
1749985554.67134,-72.1701981868592
1749985604.67134,-71.6105778827801
1749985654.67134,-73.493562169064
1749985704.67134,-72.8207947134248
1749985754.67134,-72.4240146387069
1749985804.67134,-72.0891598690575
1749985854.67134,-74.3352856998133
1749985904.67134,-72.7955654890512
1749985954.67134,-73.4660394453641
1749986004.67134,-72.0922176547225
1749986054.67134,-73.515732287949
1749986104.67134,-74.2947663579667
1749986154.67134,-74.1701514614909
1749986204.67134,-72.8406710193619
1749986254.67134,-73.7978356060921
1749986304.67134,-72.5700349103643
1749986354.67134,-73.981317499269
1749986404.67134,-70.6083059362807
1749986454.67134,-74.8406248689663
1749986504.67134,-71.8162293198692
1749986554.67134,-73.2091636658792
1749986604.67134,-71.8812122799272
1749986654.67134,-71.6832045556159
1749986704.67134,-73.2160439417098
1749986754.67134,-70.8414805021642
1749986804.67134,-69.5616932554442
1749986854.67134,-72.6518364821673
1749986904.67134,-70.5028029940656
1749986954.67134,-70.5028029940656
1749987004.67134,-73.5753624994488
1749987054.67134,-71.4653189572602
1749987104.67134,-70.9026406323
1749987154.67134,-72.3597937827049
1749987204.67134,-71.5104246835842
1749987254.67134,-73.0532027845519
1749987304.67134,-69.4607772726791
1749987354.67134,-69.4607772726791
1749987404.67134,-70.3758938272774
1749987454.67134,-70.8628857074676
1749987504.67134,-71.02190330292
1749987554.67134,-73.9170969046182
1749987604.67134,-72.580735938375
1749987654.67134,-72.5547426367437
1749987704.67134,-72.8039722990196
1749987754.67134,-72.4324211481214
1749987804.67134,-73.2588547182083
1749987854.67134,-76.0538976819526
1749987904.67134,-71.0348993068914
1749987954.67134,-69.9370650801171
1749988004.67134,-70.0639734759192
1749988054.67134,-70.4729853728103
1749988104.67134,-70.2122879525513
1749988154.67134,-70.4378178778601
1749988204.67134,-71.3842793196349
1749988254.67134,-71.1373429345369
1749988304.67134,-69.3499220392705
1749988354.67134,-75.0554488267266
1749988404.67134,-72.3429726227856
1749988454.67134,-71.7367172748542
1749988504.67134,-71.3345856929964
1749988554.67134,-72.4622357246351
1749988604.67134,-70.0486822999737
1749988654.67134,-70.7527945774517
1749988704.67134,-68.3675279537479
1749988754.67134,-72.9171179086077
1749988804.67134,-70.1847646016084
1749988854.67134,-76.0623056680015
1749988904.67134,-70.118252062671
1749988954.67134,-70.118252062671
1749989004.67134,-70.359072223061
1749989054.67134,-73.8635789714232
1749989104.67134,-70.8575314561399
1749989154.67134,-74.329164457162
1749989204.67134,-71.1159351679916
1749989254.67134,-72.9713972924807
1749989304.67134,-68.8292901260648
1749989354.67134,-70.0051041401247
1749989404.67134,-68.8942733344064
1749989454.67134,-73.4155763707005
1749989504.67134,-69.2107795998098
1749989554.67134,-69.7359969043583
1749989604.67134,-69.8904274488878
1749989654.67134,-71.8452755983032
1749989704.67134,-68.9974814313364
1749989754.67134,-72.3490865345354
1749989804.67134,-70.3751256337382
1749989854.67134,-74.7167692278183
1749989904.67134,-70.9485067377621
1749989954.67134,-71.4997173308743
1749990004.67134,-68.0884803565952
1749990054.67134,-68.8545178346013
1749990104.67134,-70.7482052135705
1749990154.67134,-70.3766540365371
1749990204.67134,-71.0234281252074
1749990254.67134,-68.7979438275917
1749990304.67134,-67.2322304066713
1749990354.67134,-71.7520045043964
1749990404.67134,-71.9056706449792
1749990454.67134,-72.1052072294541
1749990504.67134,-72.0616301280776
1749990554.67134,-72.4599390629591
1749990604.67134,-70.6488184045905
1749990654.67134,-71.7726457892529
1749990704.67134,-71.3621045486984
1749990754.67134,-72.367433235458
1749990804.67134,-71.2397831776842
1749990854.67134,-71.6617916796545
1749990904.67134,-71.6617916796545
1749990954.67134,-76.4208568554575
1749991004.67134,-72.1487833507637
1749991054.67134,-73.1212381203048
1749991104.67134,-68.1786905808927
1749991154.67134,-68.2658445745648
1749991204.67134,-67.3117379303103
1749991254.67134,-71.3322879467129
1749991304.67134,-69.3820267436799
1749991354.67134,-70.384297213545
1749991404.67134,-69.2688792784983
1749991454.67134,-75.5745452283804
1749991504.67134,-70.1916408003602
1749991554.67134,-69.9729913338277
1749991604.67134,-68.2864855719349
1749991654.67134,-69.0272942437294
1749991704.67134,-67.480693391245
1749991754.67134,-68.9302015090485
1749991804.67134,-67.3430818504874
1749991854.67134,-70.0165678471641
1749991904.67134,-68.7780640195484
1749991954.67134,-69.800976336175
1749992004.67134,-68.2528464928513
1749992054.67134,-67.2429307421012
1749992104.67134,-67.3331427305194
1749992154.67134,-67.9684491396118
1749992204.67134,-67.4417027658188
1749992254.67134,-68.36752247844
1749992304.67134,-70.4477500328184
1749992354.67134,-74.1754932332982
1749992404.67134,-68.2681360353518
1749992454.67134,-70.5249650502657
1749992504.67134,-68.2971873447966
1749992554.67134,-71.2168451004761
1749992604.67134,-68.5127784376237
1749992654.67134,-69.4294241398719
1749992704.67134,-66.6565517262421
1749992754.67134,-69.144262317348
1749992804.67134,-69.1037431845823
1749992854.67134,-70.4393395377979
1749992904.67134,-68.9386093382866
1749992954.67134,-71.605214784714
1749993004.67134,-68.0655404368611
1749993054.67134,-69.4875261576537
1749993104.67134,-68.9997696121656
1749993154.67134,-72.1227866907694
1749993204.67134,-70.5211412925467
1749993254.67134,-71.3781552935932
1749993304.67134,-68.3422920126482
1749993354.67134,-70.1618221337
1749993404.67134,-66.4478397985029
1749993454.67134,-66.5800997537152
1749993504.67134,-67.8254839355668
1749993554.67134,-67.3858914901081
1749993604.67134,-67.3514885428478
1749993654.67134,-68.8552766325645
1749993704.67134,-68.8552766325645
1749993754.67134,-70.4653314019975
1749993804.67134,-69.3376813442237
1749993854.67134,-71.5692814745206
1749993904.67134,-69.2528206799996
1749993954.67134,-69.8613693965818
1749994004.67134,-71.7565858578631
1749994054.67134,-67.8545343956202
1749994104.67134,-67.8545343956202
1749994154.67134,-71.9614738318699
1749994204.67134,-70.2764971392217
1749994254.67134,-71.1059887432572
1749994304.67134,-76.5523470751584
1749994354.67134,-72.2925056931917
1749994404.67134,-69.6954703100156
1749994454.67134,-70.5142588213659
1749994504.67134,-70.6335220800262
1749994554.67134,-73.027962596495
1749994604.67134,-71.9316572952221
1749994654.67134,-71.3628629023646
1749994704.67134,-70.6075284909086
1749994754.67134,-72.4270585596902
1749994804.67134,-72.2925050528812
1749994854.67134,-73.7488936033261
1749994904.67134,-71.4523099772012
1749994954.67134,-72.8460088970361
1749995004.67134,-71.7206524300616
1749995054.67134,-72.372013478182
1749995104.67134,-70.4217522490139
1749995154.67134,-71.9026051494535
1749995204.67134,-71.3254012155074
1749995254.67134,-74.9147684190126
1749995304.67134,-70.5570699637561
1749995354.67134,-69.1656644125719
1749995404.67134,-67.4913907734062
1749995454.67134,-69.6893526348083
1749995504.67134,-70.562421144207
1749995554.67134,-71.3162264864184
1749995604.67134,-69.2084764958265
1749995654.67134,-69.3231527558339
1749995704.67134,-66.1687905940403
1749995754.67134,-66.1588519706395
1749995804.67134,-67.4699839607929
1749995854.67134,-72.5684909179656
1749995904.67134,-70.6189942887576
1749995954.67134,-72.4553435442568
1749996004.67134,-70.9706678923005
1749996054.67134,-70.9706678923005
1749996104.67134,-70.9446745514666
1749996154.67134,-70.3980508393991
1749996204.67134,-67.5143247081976
1749996254.67134,-69.3705512758361
1749996304.67134,-67.7811381571513
1749996354.67134,-69.3781962692349
1749996404.67134,-75.8199447036975
1749996454.67134,-75.4399838418324
1749996504.67134,-75.5745373225063
1749996554.67134,-73.7099009785631
1749996604.67134,-71.2061356177538
1749996654.67134,-70.2329162221174
1749996704.67134,-68.8621524262219
1749996754.67134,-69.1251433327397
1749996804.67134,-72.4079427374316
1749996854.67134,-76.0989895435949
1749996904.67134,-71.8941927335016
1749996954.67134,-73.0019655575415
1749997004.67134,-71.5448122241907
1749997054.67134,-71.5448122241907
1749997104.67134,-72.5830146060201
1749997154.67134,-71.0203592059808
1749997204.67134,-69.2214706050016
1749997254.67134,-72.0677356504536
1749997304.67134,-70.1893383236197
1749997354.67134,-75.9353839824903
1749997404.67134,-72.2298112667871
1749997454.67134,-72.5929526675158
1749997504.67134,-72.5929526675158
1749997554.67134,-76.509529516596
1749997604.67134,-69.6633558833411
1749997654.67134,-70.4913185488077
1749997704.67134,-69.5662632401331
1749997754.67134,-73.5883422996451
1749997804.67134,-69.4653479368812
1749997854.67134,-71.9484714117263
1749997904.67134,-63.9066064914748
1749997954.67134,-60.2377302223583
1749998004.67134,-52.1951008589575
1749998054.67134,-45.0981684941821
1749998104.67134,-38.4201867803741
1749998154.67134,-32.9837668497251
1749998204.67134,-28.1956501161936
1749998254.67134,-24.47402272226
1749998304.67134,-21.3601795756239
1749998354.67134,-19.0337801707698
1749998404.67134,-17.4543055578777
1749998454.67134,-16.5384243118464
1749998504.67134,-16.2777268393171
1749998554.67134,-16.2830783856597
1749998604.67134,-16.716554619478
1749998654.67134,-17.7348798459789
1749998704.67134,-19.5712291537483
1749998754.67134,-22.017656234277
1749998804.67134,-25.2094790897933
1749998854.67134,-29.2544934169878
1749998904.67134,-34.0479615531187
1749998954.67134,-40.2702960517645
1749999004.67134,-46.5973682131522
1749999054.67134,-55.4656665858825
1749999104.67134,-64.2621011608192
1749999154.67134,-69.3995980508374
1749999204.67134,-68.7872267395492
1749999254.67134,-74.8734786882766
1749999304.67134,-72.8612923108507
1749999354.67134,-73.533295192665
1749999404.67134,-72.800895918216
1749999454.67134,-69.8032580746969
1749999504.67134,-70.0417846965578
1749999554.67134,-70.8521636145493
1749999604.67134,-72.2527430192959
1749999654.67134,-69.6931685258558
1749999704.67134,-69.6809363769936
1749999754.67134,-68.3017629224014
1749999804.67134,-67.784190572049
1749999854.67134,-69.1411930975675
1749999904.67134,-68.5028284715804
1749999954.67134,-73.6365028583655
1750000004.67134,-69.6946970070602
1750000054.67134,-70.102180004585
1750000104.67134,-70.7864150613967
1750000154.67134,-75.4483876854646
1750000204.67134,-72.1220111924638
1750000254.67134,-70.2382621363415
1750000304.67134,-68.5334081054188
1750000354.67134,-69.7818504257597
1750000404.67134,-69.524211078652
1750000454.67134,-74.9636888080336
1750000504.67134,-70.398808487417
1750000554.67134,-69.8040208451985
1750000604.67134,-69.8475978158994
1750000654.67134,-71.5891480059224
1750000704.67134,-70.6059900522231
1750000754.67134,-71.3460342024629
1750000804.67134,-71.1617875786503
1750000854.67134,-74.0264007885916
1750000904.67134,-71.3804368622368
1750000954.67134,-71.5463350602089
1750001004.67134,-71.5463350602089
1750001054.67134,-76.5538654943412
1750001104.67134,-74.0271649703898
1750001154.67134,-75.3963994879598
1750001204.67134,-71.7244651064893
1750001254.67134,-74.0439838173509
1750001304.67134,-71.7267586188832
1750001354.67134,-71.9775172197281
1750001404.67134,-71.9775172197281
1750001454.67134,-74.0623317335565
1750001504.67134,-69.239812105035
1750001554.67134,-72.7779573183055
1750001604.67134,-69.5685505454358
1750001654.67134,-70.1809218697916
1750001704.67134,-69.141190196569
1750001754.67134,-70.6327462288965
1750001804.67134,-71.926294406237
1750001854.67134,-73.4728951019107
1750001904.67134,-70.9729522051318
1750001954.67134,-70.9920649042434
1750002004.67134,-71.9530518896663
1750002054.67134,-73.6441446894146
1750002104.67134,-70.2642524977716
1750002154.67134,-70.9477230460961
1750002204.67134,-69.4515798060349
1750002254.67134,-72.3911148999888
1750002304.67134,-69.2703911377656
1750002354.67134,-70.8154627511272
1750002404.67134,-67.346887627243
1750002454.67134,-65.9042600727565
1750002504.67134,-65.7452422290204
1750002554.67134,-65.9807108300002
1750002604.67134,-67.9691972744457
1750002654.67134,-68.5884490575779
1750002704.67134,-65.3859228872278
1750002754.67134,-67.3637063696637
1750002804.67134,-64.9157501414851
1750002854.67134,-67.5059047261282
1750002904.67134,-66.4203027004863
1750002954.67134,-70.7374819445718
1750003004.67134,-69.4569301109592
1750003054.67134,-70.028782433225
1750003104.67134,-68.0326506948269
1750003154.67134,-69.0104570237782
1750003204.67134,-69.5815448244892
1750003254.67134,-72.3559460068097
1750003304.67134,-70.1228165589845
1750003354.67134,-70.1228165589845
1750003404.67134,-73.0768772227217
1750003454.67134,-69.7917841749603
1750003504.67134,-68.3797369338253
1750003554.67134,-70.1939155085345
1750003604.67134,-67.5586546487298
1750003654.67134,-67.647337607106
1750003704.67134,-68.6389049581507
1750003754.67134,-71.7772122326329
1750003804.67134,-69.2719178025791
1750003854.67134,-70.7084292107629
1750003904.67134,-68.187844663236
1750003954.67134,-70.8651533199565
1750004004.67134,-71.9790421334884
1750004054.67134,-68.6006789980224
1750004104.67134,-68.6970070543379
1750004154.67134,-68.7711642991877
1750004204.67134,-69.544846757525
1750004254.67134,-68.7642835006547
1750004304.67134,-67.8162929504326
1750004354.67134,-68.7788090704379
1750004404.67134,-68.2436530379482
1750004454.67134,-73.5432257403133
1750004504.67134,-70.7764695513915
1750004554.67134,-68.5869170611998
1750004604.67134,-68.4791213514417
1750004654.67134,-71.1931264024787
1750004704.67134,-73.6181471800289
1750004754.67134,-70.2932996909348
1750004804.67134,-69.3552477379783
1750004854.67134,-71.2321159694325
1750004904.67134,-69.6014193140354
1750004954.67134,-69.7917818097319
1750005004.67134,-68.4087858388389
1750005054.67134,-70.0303083009172
1750005104.67134,-68.5341652176668
1750005154.67134,-74.2886204306935
1750005204.67134,-69.0746724175398
1750005254.67134,-67.5502424549264
1750005304.67134,-67.1802203210025
1750005354.67134,-66.7543890021777
1750005404.67134,-71.4584096714452
1750005454.67134,-71.7550388207227
1750005504.67134,-71.3804296358759
1750005554.67134,-73.3628000777618
1750005604.67134,-70.4836609321455
1750005654.67134,-71.6801166753589
1750005704.67134,-69.9324501560874
1750005754.67134,-73.3299258338543
1750005804.67134,-70.1747993334518
1750005854.67134,-72.8811592342793
1750005904.67134,-66.6985789678852
1750005954.67134,-66.6985789678852
1750006004.67134,-69.5463730433792
1750006054.67134,-71.5447980458875
1750006104.67134,-70.2695979154283
1750006154.67134,-69.4905635840594
1750006204.67134,-69.4515736381463
1750006254.67134,-71.531801153322
1750006304.67134,-69.3605969190925
1750006354.67134,-68.5861497301195
1750006404.67134,-68.5823271746161
1750006454.67134,-68.8491404928942
1750006504.67134,-67.5265407578253
1750006554.67134,-72.605170572737
1750006604.67134,-69.6266454413971
1750006654.67134,-75.1968541743544
1750006704.67134,-71.334557218782
1750006754.67134,-74.1555934580224
1750006804.67134,-72.4989034356562
1750006854.67134,-72.4989034356562
1750006904.67134,-71.2374643272904
1750006954.67134,-71.9431055564049
1750007004.67134,-69.9959023742531
1750007054.67134,-69.9821411692138
1750007104.67134,-70.2306063883404
1750007154.67134,-72.4232165988594
1750007204.67134,-71.599840918978
1750007254.67134,-71.2833342615477
1750007304.67134,-69.9714376452991
1750007354.67134,-71.2848631739816
1750007404.67134,-70.7734068915264
1750007454.67134,-72.025671728168
1750007504.67134,-69.8628771134324
1750007554.67134,-73.8184439737636
1750007604.67134,-68.6755952237813
1750007654.67134,-69.511967534877
1750007704.67134,-68.1473198330139
1750007754.67134,-73.9728743614823
1750007804.67134,-70.4148517968698
1750007854.67134,-71.8322504144692
1750007904.67134,-71.8964691143236
1750007954.67134,-73.0638734304843
1750008004.67134,-72.9897160288237
1750008054.67134,-73.2068364261116
1750008104.67134,-73.8635490728447
1750008154.67134,-76.2641056702785
1750008204.67134,-73.3666183732404
1750008254.67134,-73.3666183732404
1750008304.67134,-73.6227285596306
1750008354.67134,-75.1639776174888
1750008404.67134,-70.7703472764029
1750008454.67134,-71.1740076661541
1750008504.67134,-71.1740076661541
1750008554.67134,-74.2939667108092
1750008604.67134,-72.3284152073573
1750008654.67134,-74.2649152314861
1750008704.67134,-72.0562500421828
1750008754.67134,-73.409430038333
1750008804.67134,-71.6174220660085
1750008854.67134,-71.6556474380966
1750008904.67134,-69.4592143845879
1750008954.67134,-70.3078187661404
1750009004.67134,-69.3086061472782
1750009054.67134,-74.6555784411855
1750009104.67134,-70.5960381913836
1750009154.67134,-71.2925054493277
1750009204.67134,-70.4209657347548
1750009254.67134,-71.9079346246863
1750009304.67134,-70.6740178871963
1750009354.67134,-72.4476774206127
1750009404.67134,-70.364391675475
1750009454.67134,-71.9591563274348
1750009504.67134,-70.7779906624917
1750009554.67134,-73.3987256650269
1750009604.67134,-68.809381072821
1750009654.67134,-68.809381072821
1750009704.67134,-67.7314239883076
1750009754.67134,-67.6136896682164
1750009804.67134,-69.1090681907094
1750009854.67134,-69.8116513466726
1750009904.67134,-67.701607804484
1750009954.67134,-69.8972761404246
1750010004.67134,-67.7130754187239
1750010054.67134,-68.4592355715232
1750010104.67134,-69.4653287144997
1750010154.67134,-75.3199345524128
1750010204.67134,-73.4056051568038
1750010254.67134,-72.0447800235117
1750010304.67134,-70.8590272684429
1750010354.67134,-70.8582627468882
1750010404.67134,-71.2710971731476
1750010454.67134,-73.6066705491722
1750010504.67134,-71.9499805660086
1750010554.67134,-72.5241264006683
1750010604.67134,-71.6457060966433
1750010654.67134,-72.2871286389709
1750010704.67134,-72.6357444699163
1750010754.67134,-78.3802610595423
1750010804.67134,-76.6654685489622
1750010854.67134,-77.8726272672528
1750010904.67134,-75.7832255326231
1750010954.67134,-79.2472134226384
1750011004.67134,-74.0722553292627
1750011054.67134,-74.6295819772046
1750011104.67134,-73.216005758298
1750011154.67134,-73.438477623523
1750011204.67134,-73.420893784575
1750011254.67134,-74.1227125496591
1750011304.67134,-73.3666136297159
1750011354.67134,-73.862779468009
1750011404.67134,-73.8604859294799
1750011454.67134,-74.5424273562896
1750011504.67134,-73.2397048680221
1750011554.67134,-74.1311216464506
1750011604.67134,-74.1311216464506
1750011654.67134,-76.8122527672017
1750011704.67134,-73.524866128641
1750011754.67134,-73.524866128641
1750011804.67134,-72.9583651959072
1750011854.67134,-75.4934752870822
1750011904.67134,-74.5431912113987
1750011954.67134,-76.6432958949705
1750012004.67134,-73.4591179283124
1750012054.67134,-72.2764232594626
1750012104.67134,-71.8865238656697
1750012154.67134,-73.0218189429774
1750012204.67134,-75.1532684614555
1750012254.67134,-73.5370974411793
1750012304.67134,-72.1510434624729
1750012354.67134,-74.4973199442502
1750012404.67134,-73.3176833746868
1750012454.67134,-75.9001929267285
1750012504.67134,-73.4912265007198
1750012554.67134,-75.9988142994245
1750012604.67134,-70.7489344004415
1750012654.67134,-70.034883434225
1750012704.67134,-70.034883434225
1750012754.67134,-75.2434796135497
1750012804.67134,-72.8046974218794
1750012854.67134,-73.5493286361096
1750012904.67134,-72.8605063715642
1750012954.67134,-74.2136863546469
1750013004.67134,-72.8597418500095
1750013054.67134,-78.4719985366935
1750013104.67134,-76.9880874193594
1750013154.67134,-76.7709669567338
