Trace
Swept SA
A.03.08,N9010A
1749958504.67134,-80.4548668343857
1749958554.67134,-82.4509983114325
1749958604.67134,-83.7185534092903
1749958654.67134,-82.176539751472
1749958704.67134,-83.9953053117664
1749958754.67134,-81.5832809171469
1749958804.67134,-82.3432023011205
1749958854.67134,-78.8440468377497
1749958904.67134,-78.7263125176585
1749958954.67134,-79.8906589044109
1749959004.67134,-84.141325936248
1749959054.67134,-78.3448224428056
1749959104.67134,-79.2064235339778
1749959154.67134,-78.2515523943037
1749959204.67134,-82.1046750258816
1749959254.67134,-82.8638319405707
1749959304.67134,-87.277339319377
1749959354.67134,-84.2414760645671
1749959404.67134,-83.4257453388818
1749959454.67134,-79.6467798084106
1749959504.67134,-79.8531970868781
1749959554.67134,-79.0527565570712
1749959604.67134,-80.6031797167754
1749959654.67134,-77.7049279112502
1749959704.67134,-80.0374432663936
1749959754.67134,-79.2446479782691
1749959804.67134,-86.8660329038898
1749959854.67134,-80.9533241596007
1749959904.67134,-79.4525939470219
1749959954.67134,-78.4610264130314
1749960004.67134,-81.6880166328222
1749960054.67134,-79.1200325590909
1749960104.67134,-81.5343503092937
1749960154.67134,-85.3102576882082
1749960204.67134,-87.749804140082
1749960254.67134,-82.4402925398974
1749960304.67134,-82.4402925398974
1749960354.67134,-81.3080553397276
1749960404.67134,-81.1773243753546
1749960454.67134,-83.2185619968874
1749960504.67134,-86.5640509799189
1749960554.67134,-81.6971898068714
1749960604.67134,-80.3226035077427
1749960654.67134,-77.5925436216645
1749960704.67134,-76.9450048807639
1749960754.67134,-79.4380669790097
1749960804.67134,-82.9311062176725
1749960854.67134,-80.586358556856
1749960904.67134,-81.8355653987516
1749960954.67134,-84.2995761744851
1749961004.67134,-83.4448555420893
1749961054.67134,-79.7599245555397
1749961104.67134,-79.7622180679336
1749961154.67134,-78.7905275977986
1749961204.67134,-80.0825469672458
1749961254.67134,-78.6345678533491
1749961304.67134,-80.8898677728833
1749961354.67134,-80.2683222290734
1749961404.67134,-77.2966776610505
1749961454.67134,-77.2706843594192
1749961504.67134,-79.4235401808758
1749961554.67134,-79.4694105594302
1749961604.67134,-79.586380318764
1749961654.67134,-80.4510393916146
1749961704.67134,-81.2728858585083
1749961754.67134,-79.1406715440567
1749961804.67134,-80.5427801356559
1749961854.67134,-78.459494364383
1749961904.67134,-78.654444015543
1749961954.67134,-83.5472982288705
1749962004.67134,-81.8386216424445
1749962054.67134,-81.7820480013266
1749962104.67134,-83.6245133377907
1749962154.67134,-79.4969318718336
1749962204.67134,-78.0000242147582
1749962254.67134,-77.8547675891289
1749962304.67134,-79.3027465331473
1749962354.67134,-78.2461957124098
1749962404.67134,-77.4365811460947
1749962454.67134,-77.1001973594711
1749962504.67134,-77.2599795940862
1749962554.67134,-81.8638496253998
1749962604.67134,-81.7499377170687
1749962654.67134,-78.4893089408967
1749962704.67134,-77.6468205096334
1749962754.67134,-77.4801576463635
1749962804.67134,-80.1658758441727
1749962854.67134,-76.9190081684994
1749962904.67134,-78.874620826402
1749962954.67134,-77.2729755719225
1749963004.67134,-78.4143866256546
1749963054.67134,-77.2508045252408
1749963104.67134,-79.0183481737057
1749963154.67134,-76.9847555586392
1749963204.67134,-79.1169695464017
1749963254.67134,-78.1850336352075
1749963304.67134,-78.1070537433813
1749963354.67134,-77.1315407700132
1749963404.67134,-76.7752798019259
1749963454.67134,-80.6597473076127
1749963504.67134,-81.519819251135
1749963554.67134,-78.739301765701
1749963604.67134,-78.9525996597557
1749963654.67134,-78.4075050561355
1749963704.67134,-80.9150927895024
1749963754.67134,-79.4265945820426
1749963804.67134,-80.7897131754585
1749963854.67134,-78.9556572755425
1749963904.67134,-80.1704611832452
1749963954.67134,-76.2133651360615
1749964004.67134,-76.1132145111751
1749964054.67134,-75.2439682305907
1749964104.67134,-79.5535025074126
1749964154.67134,-75.3532927351746
1749964204.67134,-75.3532927351746
1749964254.67134,-75.4710270291308
1749964304.67134,-81.0687580284234
1749964354.67134,-79.4716997072589
1749964404.67134,-81.8340308803343
1749964454.67134,-76.3295696028545
1749964504.67134,-76.2722314401819
1749964554.67134,-75.0161439173613
1749964604.67134,-75.880802990212
1749964654.67134,-78.9143725366145
1749964704.67134,-77.5061478117802
1749964754.67134,-76.2278895428318
1749964804.67134,-76.2255960043028
1749964854.67134,-80.5595945396464
1749964904.67134,-77.1475930438126
1749964954.67134,-75.7653615552718
1749965004.67134,-76.3677942039565
1749965054.67134,-75.7615389997683
1749965104.67134,-78.0688254310921
1749965154.67134,-76.0237651887181
1749965204.67134,-76.9197690703398
1749965254.67134,-77.4778602006338
1749965304.67134,-80.8707487229372
1749965354.67134,-80.5099006385891
1749965404.67134,-82.0687334047197
1749965454.67134,-78.1720334888194
1749965504.67134,-80.0695435278325
1749965554.67134,-75.1858631942025
1749965604.67134,-75.1858631942025
1749965654.67134,-72.074313481555
1749965704.67134,-73.2669466823326
1749965754.67134,-72.0735489600003
1749965804.67134,-79.2224676405518
1749965854.67134,-77.7936011996316
1749965904.67134,-80.2140350307992
1749965954.67134,-76.9809285601652
1749966004.67134,-77.1384172431837
1749966054.67134,-75.3563478681248
1749966104.67134,-78.0328920294258
1749966154.67134,-74.8930555288883
1749966204.67134,-73.280707051048
1749966254.67134,-73.2570072748783
1749966304.67134,-79.0817972948595
1749966354.67134,-74.3464316077399
1749966404.67134,-73.3563930776561
1749966454.67134,-72.7746020535843
1749966504.67134,-73.2348361367236
1749966554.67134,-75.1583394120301
1749966604.67134,-75.5383000517467
1749966654.67134,-74.8494777610662
1749966704.67134,-74.8158393745633
1749966754.67134,-74.3869499433844
1749966804.67134,-76.5405702994632
1749966854.67134,-72.6836249294361
1749966904.67134,-73.2493611707369
1749966954.67134,-73.7394110326055
1749967004.67134,-72.6874472105207
1749967054.67134,-72.6874472105207
1749967104.67134,-75.3876910303834
1749967154.67134,-74.2898568689469
1749967204.67134,-78.8807301514381
1749967254.67134,-74.6789913883609
1749967304.67134,-74.3800685568111
1749967354.67134,-74.3632493047556
1749967404.67134,-75.7271323282533
1749967454.67134,-72.3709399519827
1749967504.67134,-74.6621718488191
1749967554.67134,-71.6492438224891
1749967604.67134,-71.7677426249324
1749967654.67134,-73.5689245814949
1749967704.67134,-76.8089113671622
1749967754.67134,-74.5918366367703
1749967804.67134,-75.6399777988112
1749967854.67134,-74.524559876832
1749967904.67134,-76.3448544671683
1749967954.67134,-74.4106479423659
1749968004.67134,-76.7951497962313
1749968054.67134,-76.8066172928632
1749968104.67134,-73.1461505779028
1749968154.67134,-71.7409839392875
1749968204.67134,-71.8365474479131
1749968254.67134,-77.1445297697722
1749968304.67134,-74.166004586162
1749968354.67134,-74.1017858601724
1749968404.67134,-73.834972254408
1749968454.67134,-71.559030435842
1749968504.67134,-76.357085649031
1749968554.67134,-73.9198325135377
1749968604.67134,-75.2019131811787
1749968654.67134,-76.5398028899776
1749968704.67134,-77.2355055740968
1749968754.67134,-71.7906759716836
1749968804.67134,-73.4458368333323
1749968854.67134,-70.1049346006699
1749968904.67134,-71.3816637350359
1749968954.67134,-71.846484816828
1749969004.67134,-71.8923553129904
1749969054.67134,-72.2279743951135
1749969104.67134,-72.0146764487886
1749969154.67134,-70.9466580268787
1749969204.67134,-71.7325727255511
1749969254.67134,-71.9496929921633
1749969304.67134,-71.5101005467046
1749969354.67134,-71.5101005467046
1749969404.67134,-74.405294083065
1749969454.67134,-71.7088725312195
1749969504.67134,-74.2095797143369
1749969554.67134,-69.9115128688092
1749969604.67134,-69.9115128688092
1749969654.67134,-71.1263167503768
1749969704.67134,-71.1102620329437
1749969754.67134,-71.4168297533517
1749969804.67134,-73.5605115775027
1749969854.67134,-68.9275899623257
1749969904.67134,-69.208164603251
1749969954.67134,-68.4765299287621
1749970004.67134,-69.1286555637749
1749970054.67134,-68.4092530250807
1749970104.67134,-69.3350726331615
1749970154.67134,-69.0674945711801
1749970204.67134,-70.1607416816936
1749970254.67134,-69.411523338135
1749970304.67134,-71.1752443134885
1749970354.67134,-71.4053612766528
1749970404.67134,-70.3488104167126
1749970454.67134,-69.9543240111993
1749970504.67134,-69.7234423173993
1749970554.67134,-69.4917962327202
1749970604.67134,-70.7677608193963
1749970654.67134,-69.51396686124
1749970704.67134,-73.2799354991457
1749970754.67134,-69.4145804965571
1749970804.67134,-69.4375157381045
1749970854.67134,-72.0834794815135
1749970904.67134,-69.6003558367901
1749970954.67134,-67.5491794742485
1749971004.67134,-67.2342019644682
1749971054.67134,-69.3862932774376
1749971104.67134,-67.3198266928823
1749971154.67134,-65.6080921247779
1749971204.67134,-65.8955472898175
1749971254.67134,-66.4398772281398
1749971304.67134,-64.4292198023505
1749971354.67134,-62.6716147119485
1749971404.67134,-63.8940637567932
1749971454.67134,-63.4575292668778
1749971504.67134,-62.8268096996273
1749971554.67134,-64.6516914323595
1749971604.67134,-67.7976437263756
1749971654.67134,-67.5942844295865
1749971704.67134,-65.6853066064552
1749971754.67134,-63.0255815011963
1749971804.67134,-63.0087623014111
1749971854.67134,-63.0913291788224
1749971904.67134,-68.3809632577868
1749971954.67134,-65.9758194656869
1749972004.67134,-66.8481236103416
1749972054.67134,-63.1845987568922
1749972104.67134,-64.3321259569269
1749972154.67134,-60.5577474643112
1749972204.67134,-60.5577474643112
1749972254.67134,-62.6547941662045
1749972304.67134,-63.0553964828044
1749972354.67134,-63.0553964828044
1749972404.67134,-64.5989390007862
1749972454.67134,-60.0654035020084
1749972504.67134,-59.4629707749182
1749972554.67134,-59.4629707749182
1749972604.67134,-64.2013942346353
1749972654.67134,-63.7212829177621
1749972704.67134,-63.5385652063834
1749972754.67134,-61.4277571687752
1749972804.67134,-62.4629016081289
1749972854.67134,-61.6349388511893
1749972904.67134,-63.2029456930308
1749972954.67134,-58.9385172862762
1749973004.67134,-58.0914417648873
1749973054.67134,-57.5883951541963
1749973104.67134,-57.7183614663391
1749973154.67134,-56.716090761258
1749973204.67134,-55.627430597127
1749973254.67134,-53.7543847382303
1749973304.67134,-54.101471565269
1749973354.67134,-52.8148035984213
1749973404.67134,-53.5984248239024
1749973454.67134,-51.8522872824026
1749973504.67134,-53.0036369987381
1749973554.67134,-52.8507353274398
1749973604.67134,-59.6777959610293
1749973654.67134,-54.9080273919871
1749973704.67134,-54.9080273919871
1749973754.67134,-57.1228084009042
1749973804.67134,-57.4354922937501
1749973854.67134,-55.9546392364998
1749973904.67134,-59.6862050970235
1749973954.67134,-57.0165413552963
1749974004.67134,-59.2764284172264
1749974054.67134,-56.7046216834512
1749974104.67134,-57.8215686093371
1749974154.67134,-56.6442254998975
1749974204.67134,-57.8108653337061
1749974254.67134,-56.7084440560088
1749974304.67134,-60.8643120746398
1749974354.67134,-60.869663516442
1749974404.67134,-61.6303494089028
1749974454.67134,-58.4071815355343
1749974504.67134,-61.4109353162751
1749974554.67134,-60.0080622161888
1749974604.67134,-67.6195085314763
1749974654.67134,-62.4583116562074
1749974704.67134,-62.5768104586507
1749974754.67134,-62.9193101824961
1749974804.67134,-65.2441804135652
1749974854.67134,-65.8382033643507
1749974904.67134,-62.9651803911722
1749974954.67134,-62.6616704956319
1749975004.67134,-65.0553465036135
1749975054.67134,-65.0943362796483
1749975104.67134,-65.8175612693055
1749975154.67134,-64.6929691932101
1749975204.67134,-66.1646480048712
1749975254.67134,-66.0125106721818
1749975304.67134,-66.9528560721944
1749975354.67134,-59.3933959942777
1749975404.67134,-56.4492737709954
1749975454.67134,-49.5702263250625
1749975504.67134,-42.9449956968691
1749975554.67134,-36.8541565012052
1749975604.67134,-31.6119217262966
1749975654.67134,-27.2282299824764
1749975704.67134,-23.6702074047965
1749975754.67134,-20.7979489401052
1749975804.67134,-18.6840828946834
1749975854.67134,-17.2598035046862
1749975904.67134,-16.5220527361648
1749975954.67134,-16.3951442750248
1749976004.67134,-16.444837287488
1749976054.67134,-17.0442118630214
1749976104.67134,-18.3064152969286
1749976154.67134,-20.2528538268501
1749976204.67134,-22.8980531140421
1749976254.67134,-26.3788601777075
1749976304.67134,-30.6402304067703
1749976354.67134,-35.8427105835355
1749976404.67134,-42.0038844032079
1749976454.67134,-49.1879705787096
1749976504.67134,-56.0716049187548
1749976554.67134,-62.4858310476794
1749976604.67134,-65.0324087400269
1749976654.67134,-64.9116162553114
1749976704.67134,-63.1180792921477
1749976754.67134,-61.8795754514644
1749976804.67134,-62.1288051921457
1749976854.67134,-64.6906730411689
1749976904.67134,-65.4957003736152
1749976954.67134,-61.3887606760143
1749977004.67134,-61.0263836138945
1749977054.67134,-58.5264407824535
1749977104.67134,-60.216004486822
1749977154.67134,-61.8841618620769
1749977204.67134,-59.8436886314232
1749977254.67134,-59.8742689578423
1749977304.67134,-63.5072131451161
1749977354.67134,-56.318539722678
1749977404.67134,-57.5012343131225
1749977454.67134,-56.2535564882012
1749977504.67134,-58.7779633952182
1749977554.67134,-58.9400390376869
1749977604.67134,-60.9155289293234
1749977654.67134,-60.0738050588175
1749977704.67134,-63.8076643663973
1749977754.67134,-58.720624775181
1749977804.67134,-58.720624775181
1749977854.67134,-57.5096432139006
1749977904.67134,-55.3499066461813
1749977954.67134,-54.7895218466826
1749978004.67134,-54.8155151221787
1749978054.67134,-55.6710000801157
1749978104.67134,-57.1365626932039
1749978154.67134,-56.4217471139597
1749978204.67134,-55.065509018523
1749978254.67134,-52.7329935065688
1749978304.67134,-53.997490570478
1749978354.67134,-52.6603651872204
1749978404.67134,-57.407962735716
1749978454.67134,-52.9241203800769
1749978504.67134,-53.881284940672
1749978554.67134,-54.1740916781894
1749978604.67134,-57.0784592902607
1749978654.67134,-56.0180859793576
1749978704.67134,-58.5967729497607
1749978754.67134,-58.0960198514637
1749978804.67134,-61.1540537086583
1749978854.67134,-61.0363193754995
1749978904.67134,-61.5309561968181
1749978954.67134,-59.9140206811224
1749979004.67134,-60.6204264971295
1749979054.67134,-58.7947801383021
1749979104.67134,-60.9491649244627
1749979154.67134,-59.7970506604373
1749979204.67134,-59.7351253030985
1749979254.67134,-58.7473802854087
1749979304.67134,-58.8842272523413
1749979354.67134,-60.8260787444074
1749979404.67134,-62.8145652280555
1749979454.67134,-60.1127920514619
1749979504.67134,-61.0890694157091
1749979554.67134,-58.7534958044685
1749979604.67134,-58.7534958044685
1749979654.67134,-58.8926363360653
1749979704.67134,-64.4720191185984
1749979754.67134,-62.7358202004993
1749979804.67134,-63.8175996706377
1749979854.67134,-62.6907141866889
1749979904.67134,-62.8527898030224
1749979954.67134,-61.9476116758115
1749980004.67134,-61.9705469173589
1749980054.67134,-65.3076263593018
1749980104.67134,-68.926809472212
1749980154.67134,-66.4031667861958
1749980204.67134,-64.6960192951495
1749980254.67134,-64.6952547735948
1749980304.67134,-66.4513306640766
1749980354.67134,-63.7954281012535
1749980404.67134,-65.2678713952667
1749980454.67134,-68.3075570226341
1749980504.67134,-66.8588133349124
1749980554.67134,-66.8588133218449
1749980604.67134,-69.984888382127
1749980654.67134,-68.1645935957773
1749980704.67134,-68.302969618887
1749980754.67134,-66.6501020866864
1749980804.67134,-68.8098385237301
1749980854.67134,-66.6539246160547
1749980904.67134,-68.9482144684344
1749980954.67134,-68.4444032577834
1749981004.67134,-70.4940504596075
1749981054.67134,-65.5744382009455
1749981104.67134,-65.5744382009455
1749981154.67134,-66.5277802060373
1749981204.67134,-68.1997601890658
1749981254.67134,-67.5483987750538
1749981304.67134,-69.6355069058167
1749981354.67134,-67.5384601385855
1749981404.67134,-71.808239934872
1749981454.67134,-72.6400250251664
1749981504.67134,-71.7080891009046
1749981554.67134,-71.9160353963464
1749981604.67134,-75.6636558566953
1749981654.67134,-71.7593109343287
1749981704.67134,-72.2493607961973
1749981754.67134,-70.0812146873894
1749981804.67134,-71.6163476773502
1749981854.67134,-71.3816434933846
1749981904.67134,-76.4289284080523
1749981954.67134,-73.3471946440124
1749982004.67134,-79.6994955985441
1749982054.67134,-78.9258128265854
1749982104.67134,-79.5580613324048
1749982154.67134,-71.3365369176691
1749982204.67134,-72.5414023195792
1749982254.67134,-68.0147474102535
1749982304.67134,-68.0147474102535
1749982354.67134,-70.8357836233587
1749982404.67134,-72.1109837276828
1749982454.67134,-72.2348339588607
1749982504.67134,-72.0521164173603
1749982554.67134,-72.5826851767785
1749982604.67134,-76.5122587485459
1749982654.67134,-72.7669315131047
1749982704.67134,-74.4649048238996
1749982754.67134,-72.8739626882405
1749982804.67134,-73.6155358031843
1749982854.67134,-73.9297486868694
1749982904.67134,-74.607103154229
1749982954.67134,-76.7316721355253
1749983004.67134,-74.1453398058317
1749983054.67134,-74.0880016562266
1749983104.67134,-74.2347871550871
1749983154.67134,-74.1292848793176
1749983204.67134,-76.4518616241278
1749983254.67134,-73.4366400723363
1749983304.67134,-75.4580004732028
1749983354.67134,-76.2033960783123
1749983404.67134,-77.3654489265357
1749983454.67134,-72.7432305608545
1749983504.67134,-75.080332966921
1749983554.67134,-73.1553004132889
1749983604.67134,-74.3548142557889
1749983654.67134,-73.039095110172
1749983704.67134,-76.1789312840205
1749983754.67134,-74.4633742518856
1749983804.67134,-77.9403587469801
1749983854.67134,-75.4373578554552
1749983904.67134,-75.4289481444884
1749983954.67134,-75.3907226155895
1749984004.67134,-79.0320764876951
1749984054.67134,-73.9389208285813
1749984104.67134,-72.529167139043
1749984154.67134,-71.0024436117654
1749984204.67134,-71.0406690230561
1749984254.67134,-72.4863544938833
1749984304.67134,-71.9764271891999
1749984354.67134,-71.8778055682202
1749984404.67134,-75.1766595858048
1749984454.67134,-74.5818719174512
1749984504.67134,-74.8593883806847
1749984554.67134,-74.7737634170544
1749984604.67134,-78.4441685855372
1749984654.67134,-76.5535390575708
1749984704.67134,-77.4526008555332
1749984754.67134,-73.7737859368809
1749984804.67134,-74.8700910682755
1749984854.67134,-73.3563641068744
1749984904.67134,-73.3563641068744
1749984954.67134,-71.5666496469438
1749985004.67134,-73.5505490666014
1749985054.67134,-73.2699744126084
1749985104.67134,-73.7906046139637
1749985154.67134,-74.0283666881348
1749985204.67134,-76.4419199167828
1749985254.67134,-75.6942304725904
1749985304.67134,-75.4732874413939
1749985354.67134,-75.2141189466362
1749985404.67134,-77.9602333933369
1749985454.67134,-75.4228297505652
1749985504.67134,-78.289736459833
1749985554.67134,-76.461031975584
1749985604.67134,-78.2079338818278
1749985654.67134,-74.0459495339482
1749985704.67134,-74.0459495339482
1749985754.67134,-77.13915079462
1749985804.67134,-79.5886358568271
1749985854.67134,-79.421972967422
1749985904.67134,-77.1307409007073
1749985954.67134,-74.7179520368033
1749986004.67134,-73.7172103486965
1749986054.67134,-73.8349446426526
1749986104.67134,-75.0466905164067
1749986154.67134,-75.7561543140922
1749986204.67134,-79.5144779585992
1749986254.67134,-76.1598145731678
1749986304.67134,-75.9946807268722
1749986354.67134,-76.5214269830573
1749986404.67134,-77.5428102565744
1749986454.67134,-79.8829706181841
1749986504.67134,-78.0473856490236
1749986554.67134,-76.5588875461043
1749986604.67134,-77.1613202078567
1749986654.67134,-77.6895954940836
1749986704.67134,-77.6957114313053
1749986754.67134,-77.3600921139662
1749986804.67134,-75.6208352272562
1749986854.67134,-74.9190164099019
1749986904.67134,-78.0190982469582
1749986954.67134,-75.9939152121829
1749987004.67134,-79.4051519904485
1749987054.67134,-77.571095985992
1749987104.67134,-81.1841630440724
1749987154.67134,-77.9021280041246
1749987204.67134,-77.915889143826
1749987254.67134,-74.3785081907591
1749987304.67134,-75.545148102973
1749987354.67134,-74.5665772655345
1749987404.67134,-81.2139783785046
1749987454.67134,-80.4334152392424
1749987504.67134,-81.1306468227278
1749987554.67134,-76.3272398541152
1749987604.67134,-77.8493762128618
1749987654.67134,-76.3203592515956
1749987704.67134,-79.8814396149406
1749987754.67134,-78.6077684230503
1749987804.67134,-81.3607634461356
1749987854.67134,-79.2369587381104
1749987904.67134,-80.6543574341151
1749987954.67134,-79.7812887025678
1749988004.67134,-84.8048738018631
1749988054.67134,-77.7897438190794
1749988104.67134,-80.50145537079
1749988154.67134,-78.1697045110662
1749988204.67134,-80.212471071168
1749988254.67134,-78.6429350032713
1749988304.67134,-78.0198605470276
1749988354.67134,-78.0275055012237
1749988404.67134,-81.1122971816042
1749988454.67134,-76.8730975418585
1749988504.67134,-77.02447020925
1749988554.67134,-78.5404904608965
1749988604.67134,-80.1604838667978
1749988654.67134,-81.1703995391425
1749988704.67134,-86.1343530025738
1749988754.67134,-77.6154348124654
1749988804.67134,-77.4801167318315
1749988854.67134,-76.6903793992503
1749988904.67134,-76.2645481196281
1749988954.67134,-77.9403506712276
1749989004.67134,-77.1743130233433
1749989054.67134,-77.2385317231977
1749989104.67134,-81.088596346962
1749989154.67134,-81.088596346962
1749989204.67134,-82.3859671190086
1749989254.67134,-81.0947122449811
1749989304.67134,-79.6039205251274
1749989354.67134,-78.7125036029557
1749989404.67134,-78.7713706780622
1749989454.67134,-79.1918503198688
1749989504.67134,-80.3393774414983
1749989554.67134,-79.6895451751362
1749989604.67134,-80.1092602300503
1749989654.67134,-81.6650348968944
1749989704.67134,-83.6550503713817
1749989754.67134,-80.3240868405255
1749989804.67134,-83.8431193285492
1749989854.67134,-81.1229979874663
1749989904.67134,-82.788862007138
1749989954.67134,-79.8623234267903
1749990004.67134,-84.8591508335752
1749990054.67134,-86.0563709807353
1749990104.67134,-83.2773825514784
1749990154.67134,-80.358489095205
1749990204.67134,-86.9776035248256
1749990254.67134,-81.366875646035
1749990304.67134,-84.2307243866918
1749990354.67134,-82.7483422993997
1749990404.67134,-85.3820739984869
1749990454.67134,-80.8041970597236
1749990504.67134,-80.7178075222684
1749990554.67134,-80.8699446850795
1749990604.67134,-82.8102671471036
1749990654.67134,-84.418792847292
1749990704.67134,-84.978413033763
1749990754.67134,-80.6008372925023
1749990804.67134,-81.9800105510811
1749990854.67134,-79.1941415454397
