Trace
Swept SA
A.03.08,N9010A
1749990654.67134,-64.5155790099977
1749990704.67134,-64.9895741413656
1749990754.67134,-64.6768900394387
1749990804.67134,-64.9131231489057
1749990854.67134,-70.3701845865597
1749990904.67134,-65.3282510352888
1749990954.67134,-65.0583795131838
1749991004.67134,-71.6369749407142
1749991054.67134,-68.6683883935723
1749991104.67134,-67.8595383226769
1749991154.67134,-66.267067091638
1749991204.67134,-68.1706931201431
1749991254.67134,-65.3068442618781
1749991304.67134,-68.1760445358101
1749991354.67134,-66.744120034806
1749991404.67134,-69.5705078726592
1749991454.67134,-66.7655260895008
1749991504.67134,-69.8151504056068
1749991554.67134,-67.0881486580177
1749991604.67134,-70.3128452739417
1749991654.67134,-68.6615069677964
1749991704.67134,-71.4099148223506
1749991754.67134,-69.1592016923881
1749991804.67134,-69.55674613185
1749991854.67134,-66.9772943524058
1749991904.67134,-67.0277518994913
1749991954.67134,-67.5743753240724
1749992004.67134,-69.3205126564913
1749992054.67134,-67.0170484409144
1749992104.67134,-67.0170484409144
1749992154.67134,-67.1363116473044
1749992204.67134,-65.7127967657943
1749992254.67134,-64.6822392597556
1749992304.67134,-64.8167926881591
1749992354.67134,-64.8167926881591
1749992404.67134,-75.0673223272818
1749992454.67134,-65.7693699626151
1749992504.67134,-67.3205577092119
1749992554.67134,-64.773215247026
1749992604.67134,-65.6738062057059
1749992654.67134,-64.7609830981638
1749992704.67134,-66.0484152468096
1749992754.67134,-66.0369475672318
1749992804.67134,-68.7960585536739
1749992854.67134,-66.5002394752389
1749992904.67134,-67.2035872572973
1749992954.67134,-65.6271705999485
1749993004.67134,-66.4230239612243
1749993054.67134,-65.5721259627373
1749993104.67134,-65.7831302006549
1749993154.67134,-65.5897094619288
1749993204.67134,-67.4520520582619
1749993254.67134,-66.618737689642
1749993304.67134,-66.2219576933294
1749993354.67134,-66.1822032389292
1749993404.67134,-72.1201405542138
1749993454.67134,-67.1248419422548
1749993504.67134,-68.6882618115786
1749993554.67134,-65.1378842534324
1749993604.67134,-65.1378842534324
1749993654.67134,-67.3159687896277
1749993704.67134,-66.0552942158842
1749993754.67134,-65.7540778458053
1749993804.67134,-67.7884348648185
1749993854.67134,-70.0414412980939
1749993904.67134,-71.9274835921915
1749993954.67134,-65.4972025890228
1749994004.67134,-66.5399921916536
1749994054.67134,-65.4390999309306
1749994104.67134,-70.2532097178097
1749994154.67134,-70.0223281285502
1749994204.67134,-68.6561513051722
1749994254.67134,-68.64391915631
1749994304.67134,-69.8808938101406
1749994354.67134,-69.6767699395266
1749994404.67134,-68.8166977738558
1749994454.67134,-68.4344435041372
1749994504.67134,-74.7630446563641
1749994554.67134,-68.8648615341286
1749994604.67134,-68.4612010267693
1749994654.67134,-68.5284776952346
1749994704.67134,-68.7585947237368
1749994754.67134,-70.0177401106277
1749994804.67134,-67.7073953317338
1749994854.67134,-67.6676408773335
1749994904.67134,-73.9924195001921
1749994954.67134,-67.0827916232997
1749995004.67134,-68.9214344957333
1749995054.67134,-67.0476242198224
1749995104.67134,-66.1623232087374
1749995154.67134,-66.1623232087374
1749995204.67134,-68.8663896233061
1749995254.67134,-67.7410330909938
1749995304.67134,-67.6775787166806
1749995354.67134,-67.6775787166806
1749995404.67134,-70.1607021784581
1749995454.67134,-65.8022391232415
1749995504.67134,-67.122545241376
1749995554.67134,-65.9023897219928
1749995604.67134,-69.8396082871591
1749995654.67134,-68.6668522025073
1749995704.67134,-69.5284531630038
1749995754.67134,-67.9252787216718
1749995804.67134,-68.7004903537941
1749995854.67134,-67.7517352689497
1749995904.67134,-71.2180166190887
1749995954.67134,-69.5888489283957
1749996004.67134,-70.9680222131096
1749996054.67134,-72.8081941025175
1749996104.67134,-75.3387170643643
1749996154.67134,-67.9375102302235
1749996204.67134,-68.6087487080912
1749996254.67134,-67.8121308252606
1749996304.67134,-68.9757126251205
1749996354.67134,-68.2287877939558
1749996404.67134,-70.0039763574141
1749996454.67134,-70.4687974653413
1749996504.67134,-65.5147823247568
1749996554.67134,-65.485730989177
1749996604.67134,-69.4802877431509
1749996654.67134,-65.0323772210709
1749996704.67134,-65.0323772210709
1749996754.67134,-67.6156513600051
1749996804.67134,-70.1110069445097
1749996854.67134,-68.3044733370641
1749996904.67134,-71.9756429748314
1749996954.67134,-70.5490700332375
1749997004.67134,-69.6385403204813
1749997054.67134,-69.3388529281741
1749997104.67134,-71.2417145265973
1749997154.67134,-72.4083543473384
1749997204.67134,-70.2929592718747
1749997254.67134,-70.2929592718747
1749997304.67134,-73.2905969455155
1749997354.67134,-69.6446558264735
1749997404.67134,-69.5032216910099
1749997454.67134,-68.2647178372591
1749997504.67134,-70.6033492472323
1749997554.67134,-68.8014027691151
1749997604.67134,-73.9916507708829
1749997654.67134,-73.6590894874924
1749997704.67134,-75.853228767256
1749997754.67134,-73.6881406009238
1749997804.67134,-75.4296908824197
1749997854.67134,-72.0291570922987
1749997904.67134,-72.2753287467611
1749997954.67134,-70.7325504367125
1749998004.67134,-71.7149438035193
1749998054.67134,-70.6882089313893
1749998104.67134,-71.8196813747882
1749998154.67134,-71.7654011284562
1749998204.67134,-70.2402066181529
1749998254.67134,-70.3441797593401
1749998304.67134,-72.7355621634549
1749998354.67134,-72.7355621634549
1749998404.67134,-76.0627029950646
1749998454.67134,-72.1507129355561
1749998504.67134,-74.0788033009883
1749998554.67134,-71.5475155562356
1749998604.67134,-71.5475155562356
1749998654.67134,-74.4778764568706
1749998704.67134,-73.5566436514292
1749998754.67134,-71.289875908574
1749998804.67134,-71.2990499973525
1749998854.67134,-67.8434714524124
1749998904.67134,-68.9015512247864
1749998954.67134,-67.5101456605347
1749999004.67134,-71.3625038489632
1749999054.67134,-68.3021763356315
1749999104.67134,-69.7990838489638
1749999154.67134,-69.0972649924068
1749999204.67134,-71.8861918751862
1749999254.67134,-72.6484067846213
1749999304.67134,-76.8868417067988
1749999354.67134,-73.0918214850296
1749999404.67134,-73.5574070753088
1749999454.67134,-69.3839551131893
1749999504.67134,-70.6339264505044
1749999554.67134,-69.6867004610398
1749999604.67134,-72.856352518158
1749999654.67134,-72.1270113168603
1749999704.67134,-75.0848945753036
1749999754.67134,-70.5773524304273
1749999804.67134,-71.4404824863035
1749999854.67134,-69.0972639077993
1749999904.67134,-72.044443995152
1749999954.67134,-70.798295069597
1750000004.67134,-71.4366596302462
1750000054.67134,-69.3510803988497
1750000104.67134,-70.1713979402419
1750000154.67134,-69.8648298539421
1750000204.67134,-70.9015033364053
1750000254.67134,-69.7707951924126
1750000304.67134,-69.805962530552
1750000354.67134,-71.3884950597847
1750000404.67134,-72.5383157460784
1750000454.67134,-74.6743523154794
1750000504.67134,-74.0635099558277
1750000554.67134,-72.7592583983157
1750000604.67134,-71.7524006684467
1750000654.67134,-70.5551802860704
1750000704.67134,-71.8410835222824
1750000754.67134,-70.6048732462634
1750000804.67134,-75.1796919027943
1750000854.67134,-72.2669144752156
1750000904.67134,-73.9618297520619
1750000954.67134,-72.6361720091794
