Trace
Swept SA
A.03.08,N9010A
1749980754.67134,-55.7164540660362
1749980804.67134,-52.8908305145216
1749980854.67134,-54.067409089339
1749980904.67134,-52.7295192106618
1749980954.67134,-54.705009023893
1749981004.67134,-54.3013484119933
1749981054.67134,-53.4894403071491
1749981104.67134,-53.4894402940816
1749981154.67134,-56.4228592155977
1749981204.67134,-54.9679995253165
1749981254.67134,-53.6431061994482
1749981304.67134,-53.681331610739
1749981354.67134,-57.617785667418
1749981404.67134,-56.2668990529861
1749981454.67134,-58.9059823768213
1749981504.67134,-55.8089583777003
1749981554.67134,-56.0811232945912
1749981604.67134,-54.7539364955317
1749981654.67134,-56.8846216100631
1749981704.67134,-53.795242656611
1749981754.67134,-53.795242656611
1749981804.67134,-51.5835194725617
1749981854.67134,-51.146220565632
1749981904.67134,-51.146220565632
1749981954.67134,-54.6660174968051
1749982004.67134,-53.2539702033998
1749982054.67134,-53.2623797836911
1749982104.67134,-55.5467310649403
1749982154.67134,-53.6522788899977
1749982204.67134,-52.6652983938626
1749982254.67134,-55.4863346592381
1749982304.67134,-61.5733511033851
1749982354.67134,-57.8654848491529
1749982404.67134,-55.5811333718902
1749982454.67134,-56.3808092625343
1749982504.67134,-54.7898670615374
1749982554.67134,-55.0543868935566
1749982604.67134,-57.0925664419381
1749982654.67134,-53.9787232299643
1749982704.67134,-53.9726071489994
1749982754.67134,-57.9197643244988
1749982804.67134,-55.3594254271121
1749982854.67134,-55.918281013623
1749982904.67134,-52.3205039292725
1749982954.67134,-52.4932828343047
1749983004.67134,-54.7898661860108
1749983054.67134,-54.7875726474818
1749983104.67134,-52.6538293160558
1749983154.67134,-52.5758494372973
1749983204.67134,-51.1034059472707
1749983254.67134,-50.8312408997042
1749983304.67134,-54.1828459898357
1749983354.67134,-54.403024368802
1749983404.67134,-56.010021169624
1749983454.67134,-56.2508411993384
1749983504.67134,-54.9098932605775
1749983554.67134,-51.1079924493562
1749983604.67134,-51.1079924493562
1749983654.67134,-56.5765215665879
1749983704.67134,-52.1920652750778
1749983754.67134,-52.8266072802236
1749983804.67134,-55.1805288730078
1749983854.67134,-63.7743686204398
1749983904.67134,-56.8440990535965
1749983954.67134,-57.7240482961905
1749984004.67134,-55.3884747633552
1749984054.67134,-58.4182218457273
1749984104.67134,-54.0949262462581
1749984154.67134,-54.4160197978007
1749984204.67134,-56.3670454178478
1749984254.67134,-60.9556252140802
1749984304.67134,-55.9014594486093
1749984354.67134,-54.0093009036686
1749984404.67134,-52.7188105250607
1749984454.67134,-52.9045860482396
1749984504.67134,-52.3350271207598
1749984554.67134,-56.3005325260863
1749984604.67134,-53.5796467287865
1749984654.67134,-53.5796467287865
1749984704.67134,-52.2455793141398
1749984754.67134,-56.838746226633
1749984804.67134,-52.3938937254341
1749984854.67134,-53.4588540741926
1749984904.67134,-51.7211262305921
1749984954.67134,-54.186665931827
1749985004.67134,-52.8892949899021
1749985054.67134,-56.5795773659837
1749985104.67134,-54.7416989105643
1749985154.67134,-56.5558774591383
1749985204.67134,-50.9497366051356
1749985254.67134,-50.9627332363499
1749985304.67134,-49.4795865883003
1749985354.67134,-50.5223761255933
1749985404.67134,-49.4834091176686
1749985454.67134,-52.4336472520375
1749985504.67134,-51.0269515964478
1749985554.67134,-51.1676209751407
1749985604.67134,-51.002487128845
1749985654.67134,-52.4749303313853
1749985704.67134,-52.3082674550478
1749985754.67134,-52.6951086842164
1749985804.67134,-50.1080118329681
1749985854.67134,-53.3900467030377
1749985904.67134,-51.5552262423643
1749985954.67134,-54.4007267793291
1749986004.67134,-51.3381056229279
1749986054.67134,-51.3381056229279
1749986104.67134,-51.2096680664083
1749986154.67134,-51.8289198887432
1749986204.67134,-50.5934741212113
1749986254.67134,-52.6538243895855
1749986304.67134,-52.9343989129028
1749986354.67134,-53.0528977153461
1749986404.67134,-51.955063423234
1749986454.67134,-53.2761339714503
1749986504.67134,-49.8496068404955
1749986554.67134,-52.3449624772704
1749986604.67134,-50.3595339491656
1749986654.67134,-52.1668318429498
1749986704.67134,-48.717369483515
1749986754.67134,-49.2035968552181
1749986804.67134,-51.1722061312674
1749986854.67134,-54.0544030494811
1749986904.67134,-50.5674796696347
1749986954.67134,-51.9374788263675
1749987004.67134,-50.8755765638279
1749987054.67134,-52.8334826818542
1749987104.67134,-54.5551556773459
1749987154.67134,-53.2256753397574
1749987204.67134,-53.2256753397574
1749987254.67134,-56.3937983929688
1749987304.67134,-53.0077902249014
1749987354.67134,-52.9619195980633
1749987404.67134,-52.8013727634881
1749987454.67134,-55.7386143058454
1749987504.67134,-48.2739532542022
1749987554.67134,-49.7586287624154
1749987604.67134,-48.2739532280671
1749987654.67134,-51.4634825319868
1749987704.67134,-50.5223725320141
1749987754.67134,-52.3487831902477
1749987804.67134,-50.0820153820548
1749987854.67134,-50.7738955368057
1749987904.67134,-46.6616042536595
1749987954.67134,-46.6616042536595
1749988004.67134,-48.9589521138528
1749988054.67134,-48.6149232684926
1749988104.67134,-46.8664922276663
1749988154.67134,-46.7349967548061
1749988204.67134,-48.6500904367537
1749988254.67134,-45.861927840313
1749988304.67134,-45.861927840313
1749988354.67134,-48.970419244593
1749988404.67134,-43.9391887468046
1749988454.67134,-43.9391887468046
1749988504.67134,-44.2556951690188
1749988554.67134,-47.4888014828421
1749988604.67134,-44.8910015650437
1749988654.67134,-44.0897965398172
1749988704.67134,-40.4606746858983
1749988754.67134,-44.6257168586456
1749988804.67134,-39.0853237476068
1749988854.67134,-39.2420479744085
1749988904.67134,-40.5684700297647
1749988954.67134,-41.1793122848759
1749989004.67134,-38.9079574388276
1749989054.67134,-38.9079574388276
1749989104.67134,-36.4171886177596
1749989154.67134,-38.8078066179277
1749989204.67134,-36.792562271891
1749989254.67134,-41.3138653473878
1749989304.67134,-39.2970919190389
1749989354.67134,-39.2787435324011
1749989404.67134,-38.6526110552763
1749989454.67134,-38.8200382832902
1749989504.67134,-37.7688390873006
1749989554.67134,-43.252658335073
1749989604.67134,-41.0264096465782
1749989654.67134,-44.6769375551919
1749989704.67134,-41.4063700641462
1749989754.67134,-38.549401808401
1749989804.67134,-37.1732864530952
1749989854.67134,-39.8911140727032
1749989904.67134,-36.1067969958894
1749989954.67134,-39.0058131269559
1749990004.67134,-38.773402403114
1749990054.67134,-38.771108864585
1749990104.67134,-39.9943224048493
1749990154.67134,-45.6157531280414
1749990204.67134,-45.4704965416148
1749990254.67134,-48.1608017772794
1749990304.67134,-44.803080370967
1749990354.67134,-43.329872437791
1749990404.67134,-43.1081648981073
1749990454.67134,-42.3895268809677
1749990504.67134,-43.9537111934409
1749990554.67134,-45.9238494341943
1749990604.67134,-46.2495299582545
1749990654.67134,-44.3772485947775
1749990704.67134,-42.8604637170357
1749990754.67134,-46.416192625511
1749990804.67134,-44.749564071217
1749990854.67134,-45.8795074584389
1749990904.67134,-42.8749890254677
1749990954.67134,-44.4835148563317
1749991004.67134,-43.1112220695969
1749991054.67134,-45.4376213045728
1749991104.67134,-46.9696962213823
1749991154.67134,-48.7120109460275
1749991204.67134,-48.9734728225035
1749991254.67134,-48.5438189089726
1749991304.67134,-47.4796230164309
1749991354.67134,-47.6913918543086
1749991404.67134,-46.6164927776088
1749991454.67134,-46.574444797747
1749991504.67134,-45.9467831860399
1749991554.67134,-45.8581001884609
1749991604.67134,-47.1271841987526
1749991654.67134,-52.3097871417839
1749991704.67134,-46.5790313521027
1749991754.67134,-47.6990362465995
1749991804.67134,-46.5820893729838
1749991854.67134,-51.8656073448482
1749991904.67134,-48.1753247727533
1749991954.67134,-48.1753247727533
1749992004.67134,-48.6760778057125
1749992054.67134,-49.4214734630921
1749992104.67134,-47.6501071807184
1749992154.67134,-49.7257476580387
1749992204.67134,-47.7410835077454
1749992254.67134,-44.3023242540635
1749992304.67134,-44.0645620361492
1749992354.67134,-43.2404218347131
1749992404.67134,-43.2404218347131
1749992454.67134,-47.1034831027592
1749992504.67134,-44.9796784731394
1749992554.67134,-47.4184604426613
1749992604.67134,-47.2831422966896
1749992654.67134,-47.2670876053915
1749992704.67134,-47.0140351523961
1749992754.67134,-46.8855976873494
1749992804.67134,-47.1432370344571
1749992854.67134,-50.1576938686804
1749992904.67134,-47.6906248107147
1749992954.67134,-48.5560484443227
1749993004.67134,-45.0530703731782
1749993054.67134,-45.0423672412903
1749993104.67134,-45.0423672412903
1749993154.67134,-49.8687091770316
1749993204.67134,-45.2266134861437
1749993254.67134,-47.3840564107934
1749993304.67134,-41.790912188005
1749993354.67134,-42.8780432828914
1749993404.67134,-41.7809735646043
1749993454.67134,-46.4284205274161
1749993504.67134,-42.8956266383397
1749993554.67134,-42.4751469311952
1749993604.67134,-42.4071056104996
1749993654.67134,-44.2044650376938
1749993704.67134,-43.4330757911965
1749993754.67134,-44.6868696709475
1749993804.67134,-42.6058775166091
1749993854.67134,-48.8901372157829
1749993904.67134,-43.6777181934685
1749993954.67134,-45.4406747910104
1749994004.67134,-43.2151905325974
1749994054.67134,-49.2723911065422
1749994104.67134,-44.6272374209083
1749994154.67134,-44.003398469245
1749994204.67134,-42.3490019723403
1749994254.67134,-43.2526510303067
1749994304.67134,-42.3558825356572
1749994354.67134,-46.8144959021388
1749994404.67134,-44.8397703883139
1749994454.67134,-44.6241788773248
1749994504.67134,-44.5966565587192
1749994554.67134,-45.2969462284236
1749994604.67134,-44.3902390581032
1749994654.67134,-45.3496971833625
1749994704.67134,-45.8802659297131
1749994754.67134,-45.6883742732991
1749994804.67134,-46.6394228051996
1749994854.67134,-50.5957540956125
1749994904.67134,-48.7808108033352
1749994954.67134,-49.9275734948828
1749995004.67134,-47.9436739314821
1749995054.67134,-50.2394928139037
1749995104.67134,-47.0392601951503
1749995154.67134,-47.7793043584576
1749995204.67134,-49.8671769193023
1749995254.67134,-51.8082639420838
1749995304.67134,-50.2402569434317
1749995354.67134,-47.7961231792836
1749995404.67134,-47.057607902275
1749995454.67134,-49.0002239289633
1749995504.67134,-46.6967597787242
1749995554.67134,-48.5438122314491
1749995604.67134,-50.1790957417559
1749995654.67134,-49.2739176537476
1749995704.67134,-48.2097217220033
1749995754.67134,-49.3931808078674
1749995804.67134,-47.628695167216
1749995854.67134,-49.0376841783889
1749995904.67134,-47.7510163422169
1749995954.67134,-51.4046023501171
1749996004.67134,-48.1676732847769
1749996054.67134,-48.5155246333703
1749996104.67134,-49.8618239485956
1749996154.67134,-50.2463716261676
1749996204.67134,-49.659993603443
1749996254.67134,-53.8181551736707
1749996304.67134,-48.8840172276174
1749996354.67134,-50.5559972498487
1749996404.67134,-48.880194672114
1749996454.67134,-49.8335365726653
1749996504.67134,-47.3183035322782
1749996554.67134,-48.7204121238774
1749996604.67134,-47.2204464328533
1749996654.67134,-51.3778434553912
1749996704.67134,-48.9696415640048
1749996754.67134,-48.9696415640048
1749996804.67134,-48.997163804205
1749996854.67134,-48.3572700567032
1749996904.67134,-46.9727450688359
1749996954.67134,-49.239512694083
1749997004.67134,-47.9207355798553
1749997054.67134,-46.1738335037331
1749997104.67134,-43.7457544700858
1749997154.67134,-44.0729640895256
1749997204.67134,-44.4475732090347
1749997254.67134,-56.7538661701491
1749997304.67134,-49.7570843518547
1749997354.67134,-50.6752590580097
1749997404.67134,-42.4942535800263
1749997454.67134,-46.3106798956931
1749997504.67134,-42.0623061148988
1749997554.67134,-40.9973457530726
1749997604.67134,-38.5814988813551
1749997654.67134,-42.0317256186013
1749997704.67134,-40.107457677997
1749997754.67134,-44.39099864012
1749997804.67134,-40.5149404664408
1749997854.67134,-41.9644485711768
1749997904.67134,-31.9478582024382
1749997954.67134,-29.8630435187314
1749998004.67134,-25.7048817786254
1749998054.67134,-22.7271211427051
1749998104.67134,-20.1560790219576
1749998154.67134,-18.5475530865531
1749998204.67134,-17.3939097010129
1749998254.67134,-16.9474366661021
1749998304.67134,-16.9145627750188
1749998354.67134,-17.0483516949352
1749998404.67134,-18.331961366483
1749998454.67134,-19.6736736830555
1749998504.67134,-22.1827904595318
1749998554.67134,-25.0703389371557
1749998604.67134,-29.3401187595773
1749998654.67134,-33.64200793846
1749998704.67134,-35.7703994883272
1749998754.67134,-39.2045715342754
1749998804.67134,-41.8642964827236
1749998854.67134,-42.5011319610606
1749998904.67134,-43.4284806645211
1749998954.67134,-41.5118577957209
1749999004.67134,-40.6655467958866
1749999054.67134,-40.3230469675008
1749999104.67134,-41.5539056057043
1749999154.67134,-47.534655344
1749999204.67134,-44.2044562954958
1749999254.67134,-45.0951086177074
1749999304.67134,-45.4016764687911
1749999354.67134,-44.5538364127798
1749999404.67134,-44.3894670749714
1749999454.67134,-44.9445000929114
1749999504.67134,-43.1257342843333
1749999554.67134,-44.6203484028797
1749999604.67134,-43.0959184402663
1749999654.67134,-43.9307615253066
1749999704.67134,-43.9307615253066
1749999754.67134,-44.7793658153863
1749999804.67134,-43.6455996766475
1749999854.67134,-45.9781150056559
1749999904.67134,-49.1966956320879
1749999954.67134,-50.7861086592998
1750000004.67134,-50.7861086592998
1750000054.67134,-53.167552466149
1750000104.67134,-47.9184371017883
1750000154.67134,-49.1003671576105
1750000204.67134,-48.266288293571
1750000254.67134,-49.3862931880677
1750000304.67134,-47.9604847810962
1750000354.67134,-48.0743964934138
1750000404.67134,-50.2402489199495
1750000454.67134,-51.4015372727533
1750000504.67134,-49.4787982837854
1750000554.67134,-49.5101431186917
1750000604.67134,-49.4084633722905
1750000654.67134,-49.7631952057954
1750000704.67134,-49.4895011412546
1750000754.67134,-49.764724065959
1750000804.67134,-48.2869291079952
1750000854.67134,-48.1997750359177
1750000904.67134,-47.7104895779958
1750000954.67134,-49.8174748902223
1750001004.67134,-47.1829785911751
1750001054.67134,-50.0621174623726
1750001104.67134,-46.8259528532494
1750001154.67134,-45.8412658825757
1750001204.67134,-45.311461474834
1750001254.67134,-46.8098980443433
1750001304.67134,-48.9207057944651
1750001354.67134,-49.6790982268022
1750001404.67134,-46.9498027577382
1750001454.67134,-46.6608185365216
1750001504.67134,-46.6608185365216
1750001554.67134,-48.3511466709719
1750001604.67134,-43.6310711535956
1750001654.67134,-43.8703622839437
1750001704.67134,-44.7556629683398
1750001754.67134,-45.2036649156844
1750001804.67134,-44.4085759322202
1750001854.67134,-44.4085759322202
1750001904.67134,-45.072169181473
1750001954.67134,-46.5874249769026
1750002004.67134,-43.5148651840331
1750002054.67134,-44.9987761184213
1750002104.67134,-43.5783193754004
1750002154.67134,-47.299182051766
1750002204.67134,-46.8901699196588
1750002254.67134,-45.9322406676306
1750002304.67134,-44.4636198245804
1750002354.67134,-42.8543293414861
1750002404.67134,-42.2870639786704
1750002454.67134,-45.0316494214644
1750002504.67134,-47.2380207324821
1750002554.67134,-49.4619759477857
1750002604.67134,-45.8229153659255
1750002654.67134,-46.5560789659159
1750002704.67134,-44.4674416613679
1750002754.67134,-45.2969333960791
1750002804.67134,-42.5584638905069
1750002854.67134,-41.2610928701767
1750002904.67134,-41.0890784474966
1750002954.67134,-42.787816227576
1750003004.67134,-42.4246745654961
1750003054.67134,-42.8810860800645
1750003104.67134,-42.5148863971035
1750003154.67134,-41.9392114670642
1750003204.67134,-45.7449346639106
1750003254.67134,-46.7120378217714
1750003304.67134,-47.4620205039389
1750003354.67134,-44.4567375624806
1750003404.67134,-44.1417600527003
1750003454.67134,-46.7563790004056
1750003504.67134,-47.659263484547
1750003554.67134,-49.2318572597034
1750003604.67134,-47.9574214939882
1750003654.67134,-45.9146547770756
1750003704.67134,-43.870359003986
1750003754.67134,-43.7786179724585
1750003804.67134,-44.2679032735696
1750003854.67134,-45.5018199457219
1750003904.67134,-44.5614743627634
1750003954.67134,-44.5408326205424
1750004004.67134,-45.3924949576382
1750004054.67134,-49.2012761884333
1750004104.67134,-44.3015411765728
1750004154.67134,-44.9850117379649
1750004204.67134,-46.6271759291966
1750004254.67134,-50.8166822820603
1750004304.67134,-46.3695362815351
1750004354.67134,-47.799931608754
1750004404.67134,-46.8572926702124
1750004454.67134,-48.3855449531131
1750004504.67134,-46.129480368281
1750004554.67134,-47.1470411124299
1750004604.67134,-46.7777833693851
1750004654.67134,-46.7838994242149
1750004704.67134,-47.3771579710537
1750004754.67134,-52.6063958795319
1750004804.67134,-46.9008688960624
1750004854.67134,-46.4995018880296
1750004904.67134,-46.0514998492119
1750004954.67134,-46.4031737271736
1750005004.67134,-50.0705208486401
1750005054.67134,-47.3626316825546
1750005104.67134,-46.4459859280362
1750005154.67134,-45.6386648610475
1750005204.67134,-44.9926550717834
1750005254.67134,-46.6501094980963
1750005304.67134,-43.9116400447943
1750005354.67134,-48.2486965879515
1750005404.67134,-48.4092432395809
1750005454.67134,-48.7555655581324
1750005504.67134,-42.4261996099321
1750005554.67134,-43.3237325346633
1750005604.67134,-42.5959204810155
1750005654.67134,-44.6348644986816
1750005704.67134,-43.682286792996
1750005754.67134,-44.7847080053555
1750005804.67134,-47.6363245056772
1750005854.67134,-49.20738942067
1750005904.67134,-46.2716766992736
1750005954.67134,-47.3756268894048
1750006004.67134,-46.7739587361396
1750006054.67134,-49.5957594185293
1750006104.67134,-49.0590744344031
1750006154.67134,-51.473392119268
1750006204.67134,-43.6830505304971
1750006254.67134,-52.1912654057718
1750006304.67134,-42.559987353768
1750006354.67134,-42.559987353768
1750006404.67134,-42.0538826045879
1750006454.67134,-42.0852274394942
1750006504.67134,-42.1356848559041
1750006554.67134,-41.9093903175676
1750006604.67134,-41.456801136354
1750006654.67134,-41.869635693289
1750006704.67134,-40.299335208378
1750006754.67134,-42.7465268104614
1750006804.67134,-39.7825273534452
1750006854.67134,-40.9751604235472
1750006904.67134,-40.2305291047764
1750006954.67134,-43.8321285094142
1750007004.67134,-38.3246092763912
1750007054.67134,-42.7610519620827
1750007104.67134,-38.2038167655405
1750007154.67134,-38.4637496381097
1750007204.67134,-40.2251771533395
1750007254.67134,-45.2694039948558
1750007304.67134,-43.7587351850113
1750007354.67134,-45.9995094302218
1750007404.67134,-42.8313861287267
1750007454.67134,-43.8137794955334
1750007504.67134,-41.1097129110864
1750007554.67134,-41.7855383876068
1750007604.67134,-41.5768274268671
1750007654.67134,-41.1165932653224
1750007704.67134,-41.1165932653224
1750007754.67134,-48.0568011288774
1750007804.67134,-43.9605646807724
1750007854.67134,-44.4116245705928
1750007904.67134,-43.5171494576618
1750007954.67134,-46.0033310840635
1750008004.67134,-43.1914688290611
1750008054.67134,-46.270908845491
1750008104.67134,-45.6715341523494
1750008154.67134,-48.4061809456076
1750008204.67134,-47.3519236241964
1750008254.67134,-50.6744774310182
1750008304.67134,-45.0415788060998
1750008354.67134,-46.023207677487
1750008404.67134,-50.5162239520262
1750008454.67134,-51.526904106723
1750008504.67134,-49.4214475631871
1750008554.67134,-50.9856319540657
1750008604.67134,-46.7869511595994
1750008654.67134,-45.7533356457471
1750008704.67134,-45.7533356457471
1750008754.67134,-48.4459344068732
1750008804.67134,-45.9207628345583
1750008854.67134,-48.8977587529105
1750008904.67134,-48.2219331587821
1750008954.67134,-48.2249911796632
1750009004.67134,-48.8947005490836
1750009054.67134,-53.7118683699113
1750009104.67134,-50.5896155907137
1750009154.67134,-49.9535445032558
1750009204.67134,-48.7914914982217
1750009254.67134,-49.8740354507121
1750009304.67134,-49.47649095898
1750009354.67134,-49.8832094610852
1750009404.67134,-52.7462936148496
1750009454.67134,-54.7149029301016
1750009504.67134,-47.9964022272711
1750009554.67134,-48.3197892912075
1750009604.67134,-49.1515744599073
1750009654.67134,-55.5229880874155
1750009704.67134,-51.8220023703651
1750009754.67134,-51.8892791041682
1750009804.67134,-54.8204045394255
1750009854.67134,-53.5375591803514
1750009904.67134,-53.0712089770445
1750009954.67134,-55.3937856957197
1750010004.67134,-50.9474041514113
1750010054.67134,-51.9756680927859
1750010104.67134,-50.5269244573344
1750010154.67134,-50.5865559494551
1750010204.67134,-49.9329011537248
1750010254.67134,-51.9466164566521
1750010304.67134,-51.7585471989307
1750010354.67134,-55.3540305618063
1750010404.67134,-53.9480994800415
1750010454.67134,-55.5275738315824
1750010504.67134,-54.7003755831301
1750010554.67134,-56.5114961238906
1750010604.67134,-54.6055764131133
1750010654.67134,-57.253833734254
1750010704.67134,-50.8831843408142
1750010754.67134,-51.9649638762904
1750010804.67134,-50.4894624437881
1750010854.67134,-54.2508440438384
1750010904.67134,-51.5536580096408
1750010954.67134,-51.2126871982292
1750011004.67134,-53.0620331502805
1750011054.67134,-53.9106374664953
1750011104.67134,-53.1927638925051
1750011154.67134,-52.7172395873522
1750011204.67134,-55.5245146215533
1750011254.67134,-52.9817593148309
1750011304.67134,-52.2531826742907
1750011354.67134,-52.1644996375091
1750011404.67134,-53.1721217451897
1750011454.67134,-53.0383326684625
1750011504.67134,-51.9871333417974
1750011554.67134,-53.2944428809878
1750011604.67134,-51.0444943509855
1750011654.67134,-52.9236561079012
1750011704.67134,-54.1055861898585
1750011754.67134,-55.1888945332281
1750011804.67134,-54.1850949157131
1750011854.67134,-57.2530673571057
1750011904.67134,-54.3173547271822
1750011954.67134,-56.11624301454
1750012004.67134,-53.8999327926352
1750012054.67134,-54.9901218561325
1750012104.67134,-53.9259260681313
1750012154.67134,-54.5895192520463
1750012204.67134,-54.5199489666466
1750012254.67134,-54.4870749971579
1750012304.67134,-56.5795346481283
1750012354.67134,-56.7614876027362
1750012404.67134,-54.7225432975839
1750012454.67134,-57.0542942095779
1750012504.67134,-53.7034534580553
1750012554.67134,-56.7523131872687
1750012604.67134,-55.0344625774021
1750012654.67134,-57.4327255579014
1750012704.67134,-52.616321945007
1750012754.67134,-53.8005456177636
1750012804.67134,-52.4022595555327
1750012854.67134,-57.7996893181201
1750012904.67134,-55.5688534610942
1750012954.67134,-63.0656236209147
1750013004.67134,-54.7034296445404
1750013054.67134,-55.581085413943
1750013104.67134,-54.1178160257625
1750013154.67134,-56.5374853484429
