Trace
Swept SA
A.03.08,N9010A
1749958554.67134,-71.2295022524535
1749958604.67134,-71.2723146364019
1749958654.67134,-71.7333131628306
1749958704.67134,-69.1523323927272
1749958754.67134,-66.9742476214559
1749958804.67134,-71.0895967687325
1749958854.67134,-69.0223657802906
1749958904.67134,-71.2554949799721
1749958954.67134,-66.2731930516775
1749959004.67134,-67.6156699290474
1749959054.67134,-67.2395316228857
1749959104.67134,-68.3343076851758
1749959154.67134,-67.1592580229723
1749959204.67134,-67.9344696550546
1749959254.67134,-67.1539064505145
1749959304.67134,-68.8105961595393
1749959354.67134,-68.8105961595393
1749959404.67134,-71.3808735759662
1749959454.67134,-65.2181705043434
1749959504.67134,-64.8527354213825
1749959554.67134,-64.9070154978762
1749959604.67134,-65.5285608196575
1749959654.67134,-66.4681416590527
1749959704.67134,-67.9459364734133
1749959754.67134,-67.9948649252591
1749959804.67134,-69.044535025949
1749959854.67134,-66.3504069866973
1749959904.67134,-64.4819481657761
1749959954.67134,-64.4819481657761
1749960004.67134,-67.8671916164754
1749960054.67134,-63.8015353903891
1749960104.67134,-64.7028908706637
1749960154.67134,-69.9198967479477
1749960204.67134,-73.0497943378382
1749960254.67134,-67.9918060693141
1749960304.67134,-67.8159690520279
1749960354.67134,-65.6050104549511
1749960404.67134,-67.2999256666196
1749960454.67134,-65.6531744113572
1749960504.67134,-68.3434796472218
1749960554.67134,-66.1042342361198
1749960604.67134,-71.0506040567566
1749960654.67134,-71.1660447600334
1749960704.67134,-69.7799907292767
1749960754.67134,-67.5529773887316
1749960804.67134,-68.5942379091102
1749960854.67134,-67.5644450029915
1749960904.67134,-67.8603096440019
1749960954.67134,-64.6478448634987
1749961004.67134,-64.7502889877315
1749961054.67134,-66.4933681949488
1749961104.67134,-66.5499418099516
1749961154.67134,-63.7342569342879
1749961204.67134,-64.2082521049985
1749961254.67134,-64.9934022952237
1749961304.67134,-69.2509499819707
1749961354.67134,-67.3037467216335
1749961404.67134,-62.6929959572447
1749961454.67134,-62.6929959572447
1749961504.67134,-73.1247141341611
1749961554.67134,-68.9290914130661
1749961604.67134,-66.9360177478794
1749961654.67134,-66.4452032208329
1749961704.67134,-66.4421451738367
1749961754.67134,-67.2716367780322
1749961804.67134,-66.1126417940592
1749961854.67134,-65.8045447563029
1749961904.67134,-66.666910303732
1749961954.67134,-66.3083557841081
1749962004.67134,-72.405310877931
1749962054.67134,-65.367245588502
1749962104.67134,-66.7785282166694
1749962154.67134,-64.9979878326297
1749962204.67134,-67.265519966424
1749962254.67134,-63.71055538367
1749962304.67134,-62.7946741769014
1749962354.67134,-62.3451431473046
1749962404.67134,-64.7778091012793
1749962454.67134,-66.5055981126582
1749962504.67134,-66.9337228393765
1749962554.67134,-66.4062119440887
1749962604.67134,-65.3397224609677
1749962654.67134,-65.2441588870243
1749962704.67134,-66.5996323564858
1749962754.67134,-64.9674066841943
1749962804.67134,-69.2838214983579
1749962854.67134,-65.8787005529936
1749962904.67134,-64.0775184919906
1749962954.67134,-64.2671165054751
1749963004.67134,-64.0431154795925
1749963054.67134,-64.0614636702369
1749963104.67134,-67.761684617649
1749963154.67134,-65.8374167163073
1749963204.67134,-67.5200997269433
1749963254.67134,-63.6486286696449
1749963304.67134,-63.7044377761605
1749963354.67134,-65.6761051254212
1749963404.67134,-70.5788979231467
1749963454.67134,-67.8381348400827
1749963504.67134,-66.3679849670706
1749963554.67134,-66.3289950211775
1749963604.67134,-70.206581976755
1749963654.67134,-63.743427056628
1749963704.67134,-62.8206652734749
1749963754.67134,-61.7755820540897
1749963804.67134,-63.4720263479703
1749963854.67134,-61.9193096366295
1749963904.67134,-67.4237705615652
1749963954.67134,-66.2219631805962
1749964004.67134,-67.2517560606197
1749964054.67134,-68.4031057640076
1749964104.67134,-68.0988312425921
1749964154.67134,-65.1218351152789
1749964204.67134,-65.3978226660986
1749964254.67134,-64.6195528826395
1749964304.67134,-62.5064513458249
1749964354.67134,-62.5064513458249
1749964404.67134,-64.3550327112237
1749964454.67134,-62.5928406743992
1749964504.67134,-62.5882534669055
1749964554.67134,-62.368074944316
1749964604.67134,-64.6776550449045
1749964654.67134,-63.5935818665787
1749964704.67134,-62.9857975540432
1749964754.67134,-62.9857975540432
1749964804.67134,-68.3939304487385
1749964854.67134,-64.9490550620414
1749964904.67134,-63.8779786323779
1749964954.67134,-63.7143737508864
1749965004.67134,-68.6508050003327
1749965054.67134,-66.2747125700278
1749965104.67134,-64.94293864186
1749965154.67134,-60.844408563873
1749965204.67134,-61.5745141299747
1749965254.67134,-60.6723940759751
1749965304.67134,-65.5186132195551
1749965354.67134,-63.2518454376773
1749965404.67134,-64.6394283027425
1749965454.67134,-63.2656064338756
1749965504.67134,-64.7579270269205
1749965554.67134,-63.173865402368
1749965604.67134,-65.5790089594718
1749965654.67134,-60.5561881205001
1749965704.67134,-68.3213007333211
1749965754.67134,-65.0836071466463
1749965804.67134,-63.7839426793199
1749965854.67134,-63.6035185980631
1749965904.67134,-62.9124028865216
1749965954.67134,-62.1004947818175
1749966004.67134,-62.2136419335377
1749966054.67134,-62.1838260633955
1749966104.67134,-62.8542999544506
1749966154.67134,-62.1830613591949
1749966204.67134,-60.6517507811143
1749966254.67134,-59.3436766421438
1749966304.67134,-60.8168844577716
1749966354.67134,-59.5065169368627
1749966404.67134,-64.4253644258663
1749966454.67134,-63.2166763641323
1749966504.67134,-62.5515539020118
1749966554.67134,-62.2862693786795
1749966604.67134,-62.5630214379864
1749966654.67134,-61.9215986476351
1749966704.67134,-62.563021242273
1749966754.67134,-60.9583179016146
1749966804.67134,-63.1218768289639
1749966854.67134,-62.1440704347348
1749966904.67134,-63.11193806206
1749966954.67134,-61.5255827685229
1749967004.67134,-62.6280040331127
1749967054.67134,-61.2480661746338
1749967104.67134,-64.6034937943336
1749967154.67134,-60.7083229478379
1749967204.67134,-63.7334829793669
1749967254.67134,-62.2572169210294
1749967304.67134,-63.3841024572085
1749967354.67134,-59.8765373354211
1749967404.67134,-60.9162689040631
1749967454.67134,-59.8176701688617
1749967504.67134,-62.0752635487996
1749967554.67134,-61.4682437708464
1749967604.67134,-60.4843212304346
1749967654.67134,-58.7091324058051
1749967704.67134,-60.2045109675608
1749967754.67134,-58.7190710030907
1749967804.67134,-65.0583751960125
1749967854.67134,-60.268729406484
1749967904.67134,-58.5157114062677
1749967954.67134,-57.5952431616237
1749968004.67134,-60.0485507795141
1749968054.67134,-60.7022055099467
1749968104.67134,-62.0087504101344
1749968154.67134,-60.8956259875816
1749968204.67134,-61.9972826523513
1749968254.67134,-65.2005731092
1749968304.67134,-65.0453777688771
1749968354.67134,-63.3252335814187
1749968404.67134,-64.4559415947958
1749968454.67134,-62.1157810764353
1749968504.67134,-65.3565324100125
1749968554.67134,-64.2212373326649
1749968604.67134,-64.3848419662527
1749968654.67134,-63.7793511791787
1749968704.67134,-61.3512721326038
1749968754.67134,-61.7174716849092
1749968804.67134,-62.4544577230149
1749968854.67134,-61.8902503812004
1749968904.67134,-61.8871923342042
1749968954.67134,-60.6433368429178
1749969004.67134,-61.9193014688566
1749969054.67134,-60.6433368298703
1749969104.67134,-62.0110423959837
1749969154.67134,-61.3734421350207
1749969204.67134,-63.1532179061928
1749969254.67134,-60.3459425716977
1749969304.67134,-62.146360019833
1749969354.67134,-59.7687385595063
1749969404.67134,-61.310752112884
1749969454.67134,-60.3428843550832
1749969504.67134,-61.9804614302142
1749969554.67134,-59.371958289335
1749969604.67134,-60.8451661702006
1749969654.67134,-59.2611045456482
1749969704.67134,-63.4781332303851
1749969754.67134,-61.2128945437669
1749969804.67134,-61.3497414585893
1749969854.67134,-61.403256935263
1749969904.67134,-62.7205049934137
1749969954.67134,-63.1149912814588
1749970004.67134,-60.9942446336775
1749970054.67134,-60.8986810597341
1749970104.67134,-61.0798694929072
1749970154.67134,-61.7969783233942
1749970204.67134,-62.2847347121115
1749970254.67134,-59.6441222669615
1749970304.67134,-60.9154998550249
1749970354.67134,-61.0087698121739
1749970404.67134,-62.2969665217172
1749970454.67134,-57.9698484060673
1749970504.67134,-63.051536215885
1749970554.67134,-61.6608952385858
1749970604.67134,-61.9949853691923
1749970654.67134,-59.7733235228196
1749970704.67134,-61.5087577495457
1749970754.67134,-59.732804416429
1749970804.67134,-61.4353647782069
1749970854.67134,-57.7794850751469
1749970904.67134,-59.5875476081539
1749970954.67134,-58.0975205927608
1749971004.67134,-62.3588907697533
1749971054.67134,-59.9269891807426
1749971104.67134,-64.2785713983635
1749971154.67134,-60.7022005518737
1749971204.67134,-61.6845939187404
1749971254.67134,-60.8061736930808
1749971304.67134,-61.1310896174609
1749971354.67134,-61.1310896044133
1749971404.67134,-63.2212556908995
1749971454.67134,-60.8520437586938
1749971504.67134,-63.7992239245318
1749971554.67134,-61.7075287297384
1749971604.67134,-62.7136217161841
1749971654.67134,-62.7174442455724
1749971704.67134,-63.5354681833178
1749971754.67134,-62.0332089016544
1749971804.67134,-64.2709251914016
1749971854.67134,-60.4544987060365
1749971904.67134,-64.0775043875776
1749971954.67134,-60.6486838487294
1749972004.67134,-60.4460889169643
1749972054.67134,-61.2832257365071
1749972104.67134,-69.3136227030421
1749972154.67134,-66.7356999668874
1749972204.67134,-65.6202820449682
1749972254.67134,-63.2151382660559
1749972304.67134,-63.213609236034
1749972354.67134,-63.8955507283015
1749972404.67134,-64.7617387007384
1749972454.67134,-63.7548809448543
1749972504.67134,-63.7984579155752
1749972554.67134,-65.81140863181
1749972604.67134,-63.8802601018935
1749972654.67134,-63.4620739333181
1749972704.67134,-68.3319928921906
1749972754.67134,-62.1364159947622
1749972804.67134,-62.1364159947622
1749972854.67134,-61.0706909940333
1749972904.67134,-62.3191333274817
1749972954.67134,-61.39331351038
1749973004.67134,-62.0462036279449
1749973054.67134,-62.0462036279449
1749973104.67134,-68.4313783692394
1749973154.67134,-63.7548798358116
1749973204.67134,-68.2119642507566
1749973254.67134,-67.5865963343493
1749973304.67134,-65.4887848628975
1749973354.67134,-64.6340643481498
1749973404.67134,-63.8749072899175
1749973454.67134,-61.8237309405635
1749973504.67134,-61.8076762492854
1749973554.67134,-62.7097962249996
1749973604.67134,-63.2793548652731
1749973654.67134,-62.9888416662448
1749973704.67134,-67.6813946039043
1749973754.67134,-63.5943320879871
1749973804.67134,-63.1799684488
1749973854.67134,-61.7526309858314
1749973904.67134,-63.0209505268985
1749973954.67134,-61.7495729388351
1749974004.67134,-65.2204412879069
1749974054.67134,-63.7908104429999
1749974104.67134,-66.9566399056921
1749974154.67134,-64.2105253675985
1749974204.67134,-65.9344919670171
1749974254.67134,-61.8030879197015
1749974304.67134,-63.0408271865197
1749974354.67134,-61.0248182536705
1749974404.67134,-62.8229420458687
1749974454.67134,-61.5913188339001
1749974504.67134,-62.4903807626182
1749974554.67134,-61.2228255082296
1749974604.67134,-63.2342473640608
1749974654.67134,-60.666263303477
1749974704.67134,-68.1829106057785
1749974754.67134,-65.5430627474011
1749974804.67134,-66.5621524303189
1749974854.67134,-64.2900331412212
1749974904.67134,-64.9811487875249
1749974954.67134,-66.4321858570249
1749975004.67134,-69.9856211488058
1749975054.67134,-66.2204168103663
1749975104.67134,-68.7509398115557
1749975154.67134,-64.6440000880197
1749975204.67134,-66.0117057454661
1749975254.67134,-61.9965070664852
1749975304.67134,-63.3535095920637
1749975354.67134,-59.1907606967743
1749975404.67134,-56.3781339333447
1749975454.67134,-49.8691085953206
1749975504.67134,-43.3111547141178
1749975554.67134,-37.2600699599067
1749975604.67134,-31.9994869814261
1749975654.67134,-27.5401088974963
1749975704.67134,-23.8987548948352
1749975754.67134,-21.0119707690077
1749975804.67134,-18.8369440447326
1749975854.67134,-17.3706166880612
1749975904.67134,-16.5747632746351
1749975954.67134,-16.4218615119639
1749976004.67134,-16.4562643677913
1749976054.67134,-16.9952427729586
1749976104.67134,-18.2039306128841
1749976154.67134,-20.1113792100801
1749976204.67134,-22.7145305305979
1749976254.67134,-26.1158287117179
1749976304.67134,-30.282399888492
1749976354.67134,-35.511637862428
1749976404.67134,-41.5069133405053
1749976454.67134,-48.7743309412282
1749976504.67134,-55.7581158932122
1749976554.67134,-59.8841681593091
1749976604.67134,-64.7602031077935
1749976654.67134,-63.112687344044
1749976704.67134,-67.0132094889987
1749976754.67134,-64.6539362323639
1749976804.67134,-67.3266578121664
1749976854.67134,-65.9994710262545
1749976904.67134,-68.2555355066461
1749976954.67134,-67.7318470102709
1749977004.67134,-69.1354845535666
1749977054.67134,-66.3113900845442
1749977104.67134,-63.2747623343747
1749977154.67134,-60.2992951848932
1749977204.67134,-61.722045440368
1749977254.67134,-60.2144347297701
1749977304.67134,-63.8290306744292
1749977354.67134,-62.0561355187843
1749977404.67134,-67.5965283687119
1749977454.67134,-63.8680203593711
1749977504.67134,-63.8680203593711
1749977554.67134,-62.6042876996086
1749977604.67134,-64.2884998315994
1749977654.67134,-62.5714136650422
1749977704.67134,-62.4666759892527
1749977754.67134,-63.0079479590242
1749977804.67134,-66.5766734466435
1749977854.67134,-63.1791975600557
1749977904.67134,-62.4292146950023
1749977954.67134,-62.4146889163181
1749978004.67134,-63.4475398433378
1749978054.67134,-62.2166812050943
1749978104.67134,-62.329063770042
1749978154.67134,-61.9200517033126
1749978204.67134,-63.909302721683
1749978254.67134,-66.8281959952105
1749978304.67134,-66.9199369875754
1749978354.67134,-64.8802281611483
1749978404.67134,-65.6439721659232
1749978454.67134,-63.754871511468
1749978504.67134,-64.8840505731086
1749978554.67134,-62.5148387191882
1749978604.67134,-61.8772384712727
1749978654.67134,-61.8772384712727
1749978704.67134,-65.0040780272145
1749978754.67134,-63.0087109018041
1749978804.67134,-66.3121519443765
1749978854.67134,-61.7717358694742
1749978904.67134,-62.8848602137416
1749978954.67134,-60.1968483206727
1749979004.67134,-64.1470635955785
1749979054.67134,-61.4911610067803
1749979104.67134,-61.7067523610187
1749979154.67134,-61.1501900779807
1749979204.67134,-63.8320857596292
1749979254.67134,-62.6929679963225
1749979304.67134,-64.040796420055
1749979354.67134,-62.89174002032
1749979404.67134,-62.1081187818313
1749979454.67134,-60.4445482354708
1749979504.67134,-60.4674834770383
1749979554.67134,-60.1892022833291
1749979604.67134,-61.5913107313651
1749979654.67134,-60.6746650813471
1749979704.67134,-63.0224704888658
1749979754.67134,-63.5515103228426
1749979804.67134,-60.6165620970859
1749979854.67134,-59.4468640725779
1749979904.67134,-61.2312268163875
1749979954.67134,-60.6448487806354
1749980004.67134,-60.4116735093837
1749980054.67134,-60.2862940652981
1749980104.67134,-61.9399258708498
1749980154.67134,-62.4223307001569
1749980204.67134,-65.377920394116
1749980254.67134,-59.0095645133501
1749980304.67134,-58.6968805160038
1749980354.67134,-59.0087999526727
1749980404.67134,-60.972822177919
1749980454.67134,-61.0347471827137
1749980504.67134,-61.768675356489
1749980554.67134,-60.983525101026
1749980604.67134,-62.9200249815916
1749980654.67134,-62.6363921501869
1749980704.67134,-64.2808498669401
1749980754.67134,-61.1104331184689
1749980804.67134,-62.001849910125
1749980854.67134,-59.3872307665862
1749980904.67134,-59.2465611918999
1749980954.67134,-59.0195021059736
1749981004.67134,-59.2824929733687
1749981054.67134,-60.9819952098651
1749981104.67134,-60.0194789331891
1749981154.67134,-60.0194789331891
1749981204.67134,-64.5056146054087
1749981254.67134,-62.387925991576
1749981304.67134,-63.0423452304957
1749981354.67134,-62.1203479558297
1749981404.67134,-63.5545657733743
1749981454.67134,-62.2197339025907
1749981504.67134,-63.5400399555474
1749981554.67134,-60.148680162952
1749981604.67134,-61.1425411701738
1749981654.67134,-60.2580047722364
1749981704.67134,-62.2319656078159
1749981754.67134,-59.8963921012357
1749981804.67134,-65.5927447608307
1749981854.67134,-61.753382981708
1749981904.67134,-61.753382981708
1749981954.67134,-60.9682326610071
1749982004.67134,-63.2885158673683
1749982054.67134,-57.5990435362542
1749982104.67134,-58.7565093466821
1749982154.67134,-57.655617151257
1749982204.67134,-59.2572622492057
1749982254.67134,-58.9178204287134
1749982304.67134,-60.5882714209828
1749982354.67134,-59.6785062560164
1749982404.67134,-62.9834763677534
1749982454.67134,-66.5804886563503
1749982504.67134,-63.8037937526749
1749982554.67134,-63.666946616044
1749982604.67134,-64.4306905816761
1749982654.67134,-61.8099553441449
1749982704.67134,-63.2518183770368
1749982754.67134,-61.053091785279
1749982804.67134,-62.0217240646146
1749982854.67134,-61.0936107220513
1749982904.67134,-64.2112762022422
1749982954.67134,-60.3925561392254
1749983004.67134,-64.1172414495597
1749983054.67134,-60.5515738915085
1749983104.67134,-62.3191173833627
1749983154.67134,-60.5362834216713
1749983204.67134,-63.2449369525608
1749983254.67134,-60.2465345484643
1749983304.67134,-58.8467194693191
1749983354.67134,-57.4958329072575
1749983404.67134,-57.8696775313869
1749983454.67134,-58.8092583838297
1749983504.67134,-61.1088998218947
1749983554.67134,-61.8000154681984
1749983604.67134,-64.1906333249034
1749983654.67134,-62.7976988351902
1749983704.67134,-64.9727254159421
1749983754.67134,-62.5003047857786
1749983804.67134,-62.9467777683792
1749983854.67134,-61.9460361064875
1749983904.67134,-66.8266581189425
1749983954.67134,-62.336699669431
1749984004.67134,-64.926089863275
1749984054.67134,-62.59051638279
1749984104.67134,-63.1424914713818
1749984154.67134,-61.2549198339009
1749984204.67134,-62.9024356498406
1749984254.67134,-61.248803752956
1749984304.67134,-65.4643034207185
1749984354.67134,-60.9758739359911
1749984404.67134,-60.9758739359911
1749984454.67134,-60.8497299573232
1749984504.67134,-61.3902373925124
1749984554.67134,-63.3596111119311
1749984604.67134,-63.5866701195721
1749984654.67134,-64.9016245348332
1749984704.67134,-65.7402903322077
1749984754.67134,-62.0928202355541
1749984804.67134,-62.1578034439157
1749984854.67134,-62.9368374488156
1749984904.67134,-62.2655989318453
1749984954.67134,-61.5286126588835
1749985004.67134,-61.187641847512
1749985054.67134,-61.0714364661297
1749985104.67134,-62.9697109875748
1749985154.67134,-60.539338337253
1749985204.67134,-60.92465058869
1749985254.67134,-60.9192990031847
1749985304.67134,-62.1784443380254
1749985354.67134,-60.2824631593759
1749985404.67134,-62.365748747763
1749985454.67134,-60.2709955059733
1749985504.67134,-62.1669763975764
1749985554.67134,-62.1669763975764
1749985604.67134,-63.0446319973208
1749985654.67134,-60.6884166963494
1749985704.67134,-60.4644156704668
1749985754.67134,-60.5202247769824
1749985804.67134,-62.7288896789794
1749985854.67134,-61.7671378586004
1749985904.67134,-62.9934094328733
1749985954.67134,-61.7671378455528
1749986004.67134,-64.9337318167321
1749986054.67134,-63.2044135013326
1749986104.67134,-64.2663157508647
1749986154.67134,-62.2296650497193
1749986204.67134,-63.8878839192415
1749986254.67134,-60.8741913193065
1749986304.67134,-62.6814894090641
1749986354.67134,-60.7335217446203
1749986404.67134,-63.6707632348874
1749986454.67134,-62.4062661579707
1749986504.67134,-65.9795786704179
1749986554.67134,-63.2892731605545
1749986604.67134,-62.5561094822188
1749986654.67134,-61.5393131420966
1749986704.67134,-60.0974500309194
1749986754.67134,-60.0974500309194
1749986804.67134,-65.2265373147512
1749986854.67134,-62.2273705456907
1749986904.67134,-63.2770405811428
1749986954.67134,-61.705975457349
1749987004.67134,-61.705975457349
1749987054.67134,-62.1600934334883
1749987104.67134,-63.9016436367789
1749987154.67134,-61.4491003708049
1749987204.67134,-63.3932453623373
1749987254.67134,-63.3771905797263
1749987304.67134,-63.3680164648327
1749987354.67134,-62.7174196509208
1749987404.67134,-66.1416530605607
1749987454.67134,-62.638675028839
1749987504.67134,-63.4681666982723
1749987554.67134,-62.7510577634049
1749987604.67134,-65.2219490112624
1749987654.67134,-64.8381657637522
1749987704.67134,-63.0461577002148
1749987754.67134,-62.683016155763
1749987804.67134,-63.5560847045844
1749987854.67134,-62.5706332254836
1749987904.67134,-65.8236167209506
1749987954.67134,-64.5048396066828
1749988004.67134,-65.9344703602568
1749988054.67134,-64.0017927611758
1749988104.67134,-63.7456824049274
1749988154.67134,-65.3794369898127
1749988204.67134,-66.2563281202126
1749988254.67134,-64.8396937499693
1749988304.67134,-65.8977734701131
1749988354.67134,-62.168500952285
1749988404.67134,-62.2686515380088
1749988454.67134,-65.5720926197239
1749988504.67134,-68.5437369788659
1749988554.67134,-64.8037613944078
1749988604.67134,-66.8174766974151
1749988654.67134,-65.4199551306838
1749988704.67134,-68.5689655110388
1749988754.67134,-66.9527944256449
1749988804.67134,-69.1729270332348
1749988854.67134,-65.1477897439207
1749988904.67134,-65.5460985874493
1749988954.67134,-64.1004129729789
1749989004.67134,-65.7731575037573
1749989054.67134,-66.5613656365984
1749989104.67134,-66.4635084458605
1749989154.67134,-63.7296259783237
1749989204.67134,-65.4130736931603
1749989254.67134,-62.7900450215005
1749989304.67134,-66.4765048291911
1749989354.67134,-64.9627779593629
1749989404.67134,-68.7891428593478
1749989454.67134,-68.7249240029026
1749989504.67134,-66.2624420874527
1749989554.67134,-66.2624420874527
1749989604.67134,-70.2271829975196
1749989654.67134,-68.5315031338408
1749989704.67134,-70.2592921843624
1749989754.67134,-67.5208226267599
1749989804.67134,-69.5903470623779
1749989854.67134,-67.8151583812716
1749989904.67134,-67.7173011122484
1749989954.67134,-64.8672133938049
1749990004.67134,-64.6072804429304
1749990054.67134,-64.885561506164
1749990104.67134,-64.1157013160638
1749990154.67134,-64.1157013030162
1749990204.67134,-65.7540428735868
1749990254.67134,-64.57593525572
1749990304.67134,-67.7486453469869
1749990354.67134,-64.2945958714913
1749990404.67134,-64.2739541292903
1749990454.67134,-65.1011522732621
1749990504.67134,-63.9643280093219
1749990554.67134,-63.2862089420621
1749990604.67134,-66.043790937845
1749990654.67134,-64.3534626988142
1749990704.67134,-66.6615136389051
1749990754.67134,-65.8855374852881
1749990804.67134,-65.772390150902
1749990854.67134,-65.7142874145444
1749990904.67134,-66.8274117327167
